"","Year","Council","","Man / Boy","Woman / Girl","Identified in another way","Refused","16-34","35-59","60 plus","All"
"747","2014","North Ayrshire","Dancing","2.2","10.1","-","-","14.6","4.1","2.7","6.4"
"748","2014","North Lanarkshire","Dancing","1.4","9.6","-","-","4.8","6.9","4.8","5.7"
"749","2014","Orkney Islands","Dancing","6.8","10.4","-","-","*","10.3","3.6","8.6"
"750","2014","Perth & Kinross","Dancing","10.3","17.4","-","-","*","9.8","11.3","14"
"751","2014","Renfrewshire","Dancing","7","16.8","-","-","*","12.4","8.7","12.1"
"752","2014","Scotland","Dancing","4.1","9.5","-","-","10.1","6.2","4.6","6.9"
"753","2014","Scottish Borders","Dancing","1.9","9.4","-","-","*","8.3","3.8","5.8"
"754","2014","Shetland Islands","Dancing","3.1","11","-","-","8.4","8.7","3.1","7"
"755","2014","South Ayrshire","Dancing","3.7","4","-","-","*","5.2","4.1","3.8"
"756","2014","South Lanarkshire","Dancing","4.8","8.9","-","-","8.9","6.3","6.1","7"
"757","2014","Stirling","Dancing","6.1","9.9","-","-","*","10.7","3.6","8.1"
"758","2014","West Dunbartonshire","Dancing","1.3","11.6","-","-","12.2","7","0.7","6.8"
"759","2014","West Lothian","Dancing","6.4","4.1","-","-","*","1.4","9.1","5.2"
"760","2014","Aberdeen City","Football","16.9","3.2","-","-","19.7","6","-","10"
"761","2014","Aberdeenshire","Football","13.1","-","-","-","13.7","5.4","1.9","6.4"
"762","2014","Angus","Football","10.5","1.9","-","-","11.2","6.9","1.2","6"
"763","2014","Argyll & Bute","Football","11.7","-","-","-","*","4.3","0.5","5.7"
"764","2014","Clackmannanshire","Football","17.9","-","-","-","25.2","4","1","8.7"
"765","2014","Dumfries & Galloway","Football","14.9","1.7","-","-","*","7.4","1.6","8"
"766","2014","Dundee City","Football","17.9","1","-","-","18.6","5.4","-","9"
"767","2014","East Ayrshire","Football","14.8","0.4","-","-","*","4.1","-","7.3"
"768","2014","East Dunbartonshire","Football","25.2","-","-","-","*","11.8","1.2","12.1"
"769","2014","East Lothian","Football","13.7","0.5","-","-","*","6.3","1.5","6.7"
"770","2014","East Renfrewshire","Football","20.1","-","-","-","*","10","-","9.4"
"771","2014","Edinburgh, City of","Football","14.5","1.3","-","-","13.7","5.4","1.6","7.7"
"772","2014","Falkirk","Football","14.9","2.1","-","-","21.4","5.5","-","8.3"
"773","2014","Fife","Football","14.4","-","-","-","14.2","6.6","0.8","6.9"
"774","2014","Glasgow City","Football","17.6","1","-","-","16.8","6.2","-","8.9"
"775","2014","Highland","Football","11.6","1","-","-","23","0.9","-","6.1"
"776","2014","Inverclyde","Football","19.7","-","-","-","*","8.7","-","9.3"
"777","2014","Midlothian","Football","10.2","2.3","-","-","*","7.9","-","6"
"778","2014","Moray","Football","14.3","-","-","-","24","1.4","-","7"
"779","2014","Na h-Eileanan Siar","Football","17.6","3.6","-","-","*","5","1.5","10.5"
"780","2014","North Ayrshire","Football","9.8","1.8","-","-","11.7","4.5","1.9","5.5"
"781","2014","North Lanarkshire","Football","11.8","0.9","-","-","15.7","3.3","-","6.1"
"782","2014","Orkney Islands","Football","18.1","1.7","-","-","*","6.2","1","9.8"
"783","2014","Perth & Kinross","Football","12.9","1","-","-","*","7.8","-","6.8"
"784","2014","Renfrewshire","Football","10.3","0.4","-","-","*","3.2","-","5.1"
"785","2014","Scotland","Football","14.4","0.9","-","-","16.9","5.2","0.6","7.4"
"786","2014","Scottish Borders","Football","9.8","-","-","-","*","-","1.6","4.7"
"787","2014","Shetland Islands","Football","15.5","3.9","-","-","27.3","5.4","-","9.8"
"788","2014","South Ayrshire","Football","6.6","1.4","-","-","*","0.6","1.2","3.9"
"789","2014","South Lanarkshire","Football","13.8","0.8","-","-","16.7","5.6","-","7"
"790","2014","Stirling","Football","14.9","1","-","-","*","8.6","-","7.6"
"791","2014","West Dunbartonshire","Football","10.3","-","-","-","6.7","5.9","1.2","4.8"
"792","2014","West Lothian","Football","17.9","0.5","-","-","*","2.5","1.1","8.9"
"793","2014","Aberdeen City","Golf","12.4","1.7","-","-","4.1","10.9","5.4","7"
"794","2014","Aberdeenshire","Golf","10.2","1.6","-","-","6.6","4.8","6.5","5.8"
"795","2014","Angus","Golf","11.4","1.2","-","-","5.6","6.2","6.3","6.1"
"796","2014","Argyll & Bute","Golf","7.6","2","-","-","*","5.5","3","4.7"
"797","2014","Clackmannanshire","Golf","8.6","1.6","-","-","1.6","4.4","8.9","5"
"798","2014","Dumfries & Galloway","Golf","10.6","4.3","-","-","*","6.1","4.5","7.3"
"799","2014","Dundee City","Golf","6.4","1.6","-","-","2","4.8","5.5","3.9"
"800","2014","East Ayrshire","Golf","8.6","-","-","-","*","4.4","3.2","4.1"
"801","2014","East Dunbartonshire","Golf","19.8","2.6","-","-","*","10.3","10.8","10.8"
"802","2014","East Lothian","Golf","20.1","2.6","-","-","*","11.8","5.4","10.9"
"803","2014","East Renfrewshire","Golf","13.1","2.6","-","-","*","7.7","13.1","7.5"
"804","2014","Edinburgh, City of","Golf","11.6","2.5","-","-","6.6","6.3","8.2","6.9"
"805","2014","Falkirk","Golf","6.4","0.8","-","-","3.7","4.7","1.4","3.5"
"806","2014","Fife","Golf","14.1","1.9","-","-","4","10.9","7.1","7.8"
"807","2014","Glasgow City","Golf","5.5","0.5","-","-","2.5","3.5","2.2","2.9"
"808","2014","Highland","Golf","8.2","1.6","-","-","5.3","2.5","7.3","4.8"
"809","2014","Inverclyde","Golf","10.4","1.5","-","-","*","8.7","1.9","5.7"
"810","2014","Midlothian","Golf","17.9","2.8","-","-","*","14.5","2.8","9.9"
"811","2014","Moray","Golf","16.5","2.3","-","-","9.4","6.6","12.3","9.2"
"812","2014","Na h-Eileanan Siar","Golf","6","0.4","-","-","*","1.1","4.2","3.2"
"813","2014","North Ayrshire","Golf","18.7","1","-","-","1.9","13.9","9.1","9.3"
"814","2014","North Lanarkshire","Golf","10.5","2.9","-","-","6.4","7.9","4.4","6.5"
"815","2014","Orkney Islands","Golf","8.3","1.2","-","-","*","5.2","4.3","4.7"
"816","2014","Perth & Kinross","Golf","12.6","-","-","-","*","11","1.8","6.1"
"817","2014","Renfrewshire","Golf","7.4","2","-","-","*","5.4","6.2","4.6"
"818","2014","Scotland","Golf","10.7","1.7","-","-","4.8","7","5.8","6"
"819","2014","Scottish Borders","Golf","7.4","2.7","-","-","*","2.6","9.7","5"
"820","2014","Shetland Islands","Golf","2","1.2","-","-","1.9","2.1","0.6","1.6"
"821","2014","South Ayrshire","Golf","11.4","1.9","-","-","*","5.8","7.9","6.4"
"822","2014","South Lanarkshire","Golf","11","0.8","-","-","1.8","8.4","5","5.6"
"823","2014","Stirling","Golf","12.8","1.2","-","-","*","9.8","8.7","6.7"
"824","2014","West Dunbartonshire","Golf","8.3","-","-","-","4.9","4.9","1.2","3.9"
"825","2014","West Lothian","Golf","12.3","2.1","-","-","*","10.6","4.2","7.1"
"826","2014","Aberdeen City","Snooker / Billiards / Pool","8.4","2.6","-","-","10.2","3.9","-","5.5"
"827","2014","Aberdeenshire","Snooker / Billiards / Pool","6","0.3","-","-","8.1","1.6","0.9","3.1"
"828","2014","Angus","Snooker / Billiards / Pool","12.3","-","-","-","13.9","4.2","2.2","5.9"
"829","2014","Argyll & Bute","Snooker / Billiards / Pool","3.8","2.9","-","-","*","6.4","0.4","3.3"
"830","2014","Clackmannanshire","Snooker / Billiards / Pool","16.6","-","-","-","22.8","1.9","3.9","8.1"
"831","2014","Dumfries & Galloway","Snooker / Billiards / Pool","10.6","-","-","-","*","4.8","1","5.1"
"832","2014","Dundee City","Snooker / Billiards / Pool","7.9","1","-","-","7.1","3.6","1","4.3"
"833","2014","East Ayrshire","Snooker / Billiards / Pool","7.5","0.3","-","-","*","3.3","3.4","3.8"
"834","2014","East Dunbartonshire","Snooker / Billiards / Pool","14.4","2.8","-","-","*","7","-","8.3"
"835","2014","East Lothian","Snooker / Billiards / Pool","14.3","0.4","-","-","*","8.7","1","7"
"836","2014","East Renfrewshire","Snooker / Billiards / Pool","6.5","0.5","-","-","*","4.7","-","3.3"
"837","2014","Edinburgh, City of","Snooker / Billiards / Pool","12.1","3","-","-","12.4","5.5","2.1","7.4"
"838","2014","Falkirk","Snooker / Billiards / Pool","6","2.1","-","-","11.8","1.7","-","4"
"839","2014","Fife","Snooker / Billiards / Pool","9.6","0.5","-","-","10.7","3.2","1.8","4.9"
"840","2014","Glasgow City","Snooker / Billiards / Pool","10.5","1.3","-","-","9.1","4.5","1.8","5.7"
"841","2014","Highland","Snooker / Billiards / Pool","9.7","-","-","-","12.1","4","-","4.7"
"842","2014","Inverclyde","Snooker / Billiards / Pool","17.9","1.2","-","-","*","9.6","1.6","9"
"843","2014","Midlothian","Snooker / Billiards / Pool","11.6","2.3","-","-","*","6.6","4.2","6.7"
"844","2014","Moray","Snooker / Billiards / Pool","5.8","5.5","-","-","13.3","4.7","0.7","5.7"
"845","2014","Na h-Eileanan Siar","Snooker / Billiards / Pool","4.7","0.9","-","-","*","2.4","0.7","2.7"
"846","2014","North Ayrshire","Snooker / Billiards / Pool","8.6","3","-","-","18.7","0.6","1.9","5.6"
"847","2014","North Lanarkshire","Snooker / Billiards / Pool","8.9","0.4","-","-","3.8","6.5","1.8","4.4"
"848","2014","Orkney Islands","Snooker / Billiards / Pool","11.7","0.4","-","-","*","2.5","-","6"
"849","2014","Perth & Kinross","Snooker / Billiards / Pool","2.4","0.6","-","-","*","1","1.9","1.5"
"850","2014","Renfrewshire","Snooker / Billiards / Pool","17.1","0.8","-","-","*","3.2","-","8.6"
"851","2014","Scotland","Snooker / Billiards / Pool","9.3","1.4","-","-","10.1","4.3","1.4","5.2"
"852","2014","Scottish Borders","Snooker / Billiards / Pool","9.1","2.3","-","-","*","7.3","1","5.6"
"853","2014","Shetland Islands","Snooker / Billiards / Pool","14.7","3.2","-","-","20.1","6.6","2.2","9"
"854","2014","South Ayrshire","Snooker / Billiards / Pool","6.7","3.4","-","-","*","5.2","1.2","4.9"
"855","2014","South Lanarkshire","Snooker / Billiards / Pool","7.1","-","-","-","4.7","3.5","1.9","3.4"
"856","2014","Stirling","Snooker / Billiards / Pool","5.6","2.6","-","-","*","2.4","3.7","4.1"
"857","2014","West Dunbartonshire","Snooker / Billiards / Pool","11.8","1.2","-","-","11.4","4.8","2.9","6.2"
"858","2014","West Lothian","Snooker / Billiards / Pool","3.8","1.9","-","-","*","3.6","0.8","2.9"
"859","2014","Aberdeen City","Bowls","2.8","1","-","-","3.5","1","0.9","1.9"
"860","2014","Aberdeenshire","Bowls","3.1","2.5","-","-","-","3.3","4.4","2.8"
"861","2014","Angus","Bowls","7","5.8","-","-","8.1","1.3","11.3","6.4"
"862","2014","Argyll & Bute","Bowls","5.8","0.4","-","-","*","5","2.7","3"
"863","2014","Clackmannanshire","Bowls","3.2","0.5","-","-","-","0.5","5.1","1.8"
"864","2014","Dumfries & Galloway","Bowls","2.2","1.1","-","-","*","-","4.6","1.6"
"865","2014","Dundee City","Bowls","2.5","1.4","-","-","-","-","7.9","1.9"
"866","2014","East Ayrshire","Bowls","3.7","3.3","-","-","*","3.2","5.7","3.5"
"867","2014","East Dunbartonshire","Bowls","0.9","2.1","-","-","*","0.4","4","1.5"
"868","2014","East Lothian","Bowls","2.8","1.6","-","-","*","2.4","3.6","2.2"
"869","2014","East Renfrewshire","Bowls","2.1","0.9","-","-","*","-","2.7","1.5"
"870","2014","Edinburgh, City of","Bowls","3.6","1.6","-","-","3.7","1.1","3.1","2.6"
"871","2014","Falkirk","Bowls","2.3","1.5","-","-","-","1.1","5","1.9"
"872","2014","Fife","Bowls","2.1","0.9","-","-","1.4","0.7","2.6","1.5"
"873","2014","Glasgow City","Bowls","3.6","1.5","-","-","3","1.8","3","2.5"
"874","2014","Highland","Bowls","5","0.9","-","-","0.8","2.6","4.9","2.9"
"875","2014","Inverclyde","Bowls","0.9","-","-","-","*","-","1.2","0.4"
"876","2014","Midlothian","Bowls","3.6","2.8","-","-","*","4.3","2.2","3.2"
"877","2014","Moray","Bowls","4.7","6.5","-","-","5","2.7","9.7","5.6"
"878","2014","Na h-Eileanan Siar","Bowls","2.2","1.8","-","-","*","2.3","2.8","2"
"879","2014","North Ayrshire","Bowls","4.7","3.1","-","-","1.9","2.1","8","3.9"
"880","2014","North Lanarkshire","Bowls","3.7","1.9","-","-","1.8","1.8","5.2","2.7"
"881","2014","Orkney Islands","Bowls","2.5","4.1","-","-","*","1.9","7.5","3.3"
"882","2014","Perth & Kinross","Bowls","1.2","0.6","-","-","*","1","1.4","0.9"
"883","2014","Renfrewshire","Bowls","2.9","2.7","-","-","*","1.9","6.8","2.8"
"884","2014","Scotland","Bowls","3.7","1.7","-","-","2","1.7","4.6","2.6"
"885","2014","Scottish Borders","Bowls","2.3","-","-","-","*","-","3.2","1.1"
"886","2014","Shetland Islands","Bowls","2.3","-","-","-","-","1.5","1.7","1.2"
"887","2014","South Ayrshire","Bowls","8.2","2.9","-","-","*","3.6","7.7","5.4"
"888","2014","South Lanarkshire","Bowls","5","0.7","-","-","-","1.4","7.3","2.7"
"889","2014","Stirling","Bowls","-","0.7","-","-","*","0.9","-","0.4"
"890","2014","West Dunbartonshire","Bowls","7.4","1.9","-","-","2.4","1.8","10.5","4.4"
"891","2014","West Lothian","Bowls","10.4","1","-","-","*","5","4.5","5.5"
"892","2014","Aberdeen City","Other","7.5","8.3","-","-","8.2","9.9","4.4","7.9"
"893","2014","Aberdeenshire","Other","11","4.3","-","-","9.6","9.5","3.5","7.6"
"894","2014","Angus","Other","5.2","7.4","-","-","13.2","6.5","1.3","6.4"
"895","2014","Argyll & Bute","Other","9.2","13.7","-","-","*","11.7","7.9","11.5"
"896","2014","Clackmannanshire","Other","13.5","7.7","-","-","10","10.6","10.9","10.5"
"897","2014","Dumfries & Galloway","Other","8.3","5.5","-","-","*","10.2","1.8","6.8"
"898","2014","Dundee City","Other","14","7.1","-","-","17.5","5.1","7.6","10.4"
"899","2014","East Ayrshire","Other","11.2","5.9","-","-","*","12.3","2.8","8.5"
"900","2014","East Dunbartonshire","Other","19.4","13.9","-","-","*","12.3","8.5","16.5"
"901","2014","East Lothian","Other","14.2","11.6","-","-","*","10.5","4","12.8"
"902","2014","East Renfrewshire","Other","7.4","7.7","-","-","*","8.3","3","7.5"
"903","2014","Edinburgh, City of","Other","11.1","16.5","-","-","17.6","15.9","4.6","13.9"
"904","2014","Falkirk","Other","4.6","5.7","-","-","12.4","1.5","3.9","5.2"
"905","2014","Fife","Other","8.9","3.5","-","-","7.5","5","6.1","6.1"
"906","2014","Glasgow City","Other","8.8","5.8","-","-","10.1","7.3","1.9","7.2"
"907","2014","Highland","Other","13.8","9.6","-","-","17.7","8.2","11.4","11.6"
"908","2014","Inverclyde","Other","11.5","5.2","-","-","*","7.2","3.5","8.1"
"909","2014","Midlothian","Other","15.9","2.7","-","-","*","5","4.5","9"
"910","2014","Moray","Other","16.2","10.3","-","-","22.6","15.6","2.6","13.2"
"911","2014","Na h-Eileanan Siar","Other","7.6","5.4","-","-","*","6.5","3.2","6.5"
"912","2014","North Ayrshire","Other","16.1","8.6","-","-","21.7","9.5","7.8","12.1"
"913","2014","North Lanarkshire","Other","8.4","3.9","-","-","6.8","8.3","1.6","6"
"914","2014","Orkney Islands","Other","31.4","26.4","-","-","*","33.1","21.1","28.8"
"915","2014","Perth & Kinross","Other","4.4","4.5","-","-","*","5.8","6","4.4"
"916","2014","Renfrewshire","Other","6.5","7.8","-","-","*","8.8","5.6","7.2"
"917","2014","Scotland","Other","10.1","7.6","-","-","12.1","9.2","4.8","8.8"
"918","2014","Scottish Borders","Other","15.7","13.1","-","-","*","18.4","7.1","14.4"
"919","2014","Shetland Islands","Other","15.9","8.7","-","-","18.2","13.7","4.4","12.3"
"920","2014","South Ayrshire","Other","8.8","9.5","-","-","*","14.9","3","9.1"
"921","2014","South Lanarkshire","Other","8.1","3.5","-","-","7.9","6","3.2","5.7"
"922","2014","Stirling","Other","17.6","10.3","-","-","*","16.5","15.2","13.7"
"923","2014","West Dunbartonshire","Other","8.2","6.6","-","-","11.5","6.9","3.7","7.3"
"924","2014","West Lothian","Other","5.7","4.4","-","-","*","6.4","1.6","5.1"
"925","2014","Aberdeen City","None","17.1","22","-","-","12.5","14.8","39.3","19.6"
"926","2014","Aberdeenshire","None","23","26.8","-","-","21.7","18.6","35.8","24.9"
"927","2014","Angus","None","18.7","21.7","-","-","6.2","15.8","35.7","20.3"
"928","2014","Argyll & Bute","None","27.3","26.5","-","-","*","19","38.1","26.9"
"929","2014","Clackmannanshire","None","20.4","24.2","-","-","22.1","13.9","34.7","22.4"
"930","2014","Dumfries & Galloway","None","28.2","30.3","-","-","*","32.3","33.2","29.3"
"931","2014","Dundee City","None","19.6","27.9","-","-","6.6","32.8","36.5","23.9"
"932","2014","East Ayrshire","None","25.5","22.5","-","-","*","19.4","43.1","24"
"933","2014","East Dunbartonshire","None","7.5","22.2","-","-","*","8.4","30.7","15.2"
"934","2014","East Lothian","None","15.1","21.6","-","-","*","5.1","42.6","18.5"
"935","2014","East Renfrewshire","None","17.6","29.9","-","-","*","20.3","37.2","24.2"
"936","2014","Edinburgh, City of","None","12","18.4","-","-","5.7","15.4","30.9","15.3"
"937","2014","Falkirk","None","26.5","26.2","-","-","14.6","20.6","46.4","26.3"
"938","2014","Fife","None","17","22.8","-","-","11.8","12.1","37.8","20"
"939","2014","Glasgow City","None","16.5","26.6","-","-","12.3","17.8","46.1","21.8"
"940","2014","Highland","None","21.6","27.1","-","-","12.9","17.9","41.6","24.4"
"941","2014","Inverclyde","None","23.1","27.8","-","-","*","20.7","45.8","25.6"
"942","2014","Midlothian","None","18.6","21.3","-","-","*","15.4","37.5","20"
"943","2014","Moray","None","21.7","23.3","-","-","13.2","17","36.8","22.5"
"944","2014","Na h-Eileanan Siar","None","19.5","23.6","-","-","*","14.7","35.5","21.6"
"945","2014","North Ayrshire","None","18.2","24.2","-","-","7.9","16.9","38.8","21.4"
"946","2014","North Lanarkshire","None","20.8","33.4","-","-","9.4","25.1","50.6","27.4"
"947","2014","Orkney Islands","None","16","18.8","-","-","*","15.9","30.3","17.4"
"948","2014","Perth & Kinross","None","16.3","21.3","-","-","*","14","29.3","18.9"
"949","2014","Renfrewshire","None","26.8","20.9","-","-","*","19.5","39.6","23.7"
"950","2014","Scotland","None","19.3","24.9","-","-","11.8","18.1","39","22.2"
"951","2014","Scottish Borders","None","25.4","24.2","-","-","*","19.9","37.2","24.8"
"952","2014","Shetland Islands","None","21.6","16.8","-","-","5.1","22.5","27.5","19.2"
"953","2014","South Ayrshire","None","14.6","17.1","-","-","*","11.9","28.2","15.9"
"954","2014","South Lanarkshire","None","21.2","28.8","-","-","15.2","21","41.1","25.2"
"955","2014","Stirling","None","11.5","13.3","-","-","*","6","24.6","12.4"
"956","2014","West Dunbartonshire","None","24.4","32.3","-","-","16.2","26","45.3","28.6"
"957","2014","West Lothian","None","25.5","30.2","-","-","*","19.6","52.3","27.9"
"958","2014","Aberdeen City","Any sport incl. walking","82.9","78","-","-","87.5","85.2","60.7","80.4"
"959","2014","Aberdeenshire","Any sport incl. walking","77","73.2","-","-","78.3","81.4","64.2","75.1"
"960","2014","Angus","Any sport incl. walking","81.3","78.3","-","-","93.8","84.2","64.3","79.7"
"961","2014","Argyll & Bute","Any sport incl. walking","72.7","73.5","-","-","*","81","61.9","73.1"
"962","2014","Clackmannanshire","Any sport incl. walking","79.6","75.8","-","-","77.9","86.1","65.3","77.6"
"963","2014","Dumfries & Galloway","Any sport incl. walking","71.8","69.7","-","-","*","67.7","66.8","70.7"
"964","2014","Dundee City","Any sport incl. walking","80.4","72.1","-","-","93.4","67.2","63.5","76.1"
"965","2014","East Ayrshire","Any sport incl. walking","74.5","77.5","-","-","*","80.6","56.9","76"
"966","2014","East Dunbartonshire","Any sport incl. walking","92.5","77.8","-","-","*","91.6","69.3","84.8"
"967","2014","East Lothian","Any sport incl. walking","84.9","78.4","-","-","*","94.9","57.4","81.5"
"968","2014","East Renfrewshire","Any sport incl. walking","82.4","70.1","-","-","*","79.7","62.8","75.8"
"969","2014","Edinburgh, City of","Any sport incl. walking","88","81.6","-","-","94.3","84.6","69.1","84.7"
"970","2014","Falkirk","Any sport incl. walking","73.5","73.8","-","-","85.4","79.4","53.6","73.7"
"971","2014","Fife","Any sport incl. walking","83","77.2","-","-","88.2","87.9","62.2","80"
"972","2014","Glasgow City","Any sport incl. walking","83.5","73.4","-","-","87.7","82.2","53.9","78.2"
"973","2014","Highland","Any sport incl. walking","78.4","72.9","-","-","87.1","82.1","58.4","75.6"
"974","2014","Inverclyde","Any sport incl. walking","76.9","72.2","-","-","*","79.3","54.2","74.4"
"975","2014","Midlothian","Any sport incl. walking","81.4","78.7","-","-","*","84.6","62.5","80"
"976","2014","Moray","Any sport incl. walking","78.3","76.7","-","-","86.8","83","63.2","77.5"
"977","2014","Na h-Eileanan Siar","Any sport incl. walking","80.5","76.4","-","-","*","85.3","64.5","78.4"
"978","2014","North Ayrshire","Any sport incl. walking","81.8","75.8","-","-","92.1","83.1","61.2","78.6"
"979","2014","North Lanarkshire","Any sport incl. walking","79.2","66.6","-","-","90.6","74.9","49.4","72.6"
"980","2014","Orkney Islands","Any sport incl. walking","84","81.2","-","-","*","84.1","69.7","82.6"
"981","2014","Perth & Kinross","Any sport incl. walking","83.7","78.7","-","-","*","86","70.7","81.1"
"982","2014","Renfrewshire","Any sport incl. walking","73.2","79.1","-","-","*","80.5","60.4","76.3"
"983","2014","Scotland","Any sport incl. walking","80.7","75.1","-","-","88.2","81.9","61","77.8"
"984","2014","Scottish Borders","Any sport incl. walking","74.6","75.8","-","-","*","80.1","62.8","75.2"
"985","2014","Shetland Islands","Any sport incl. walking","78.4","83.2","-","-","94.9","77.5","72.5","80.8"
"986","2014","South Ayrshire","Any sport incl. walking","85.4","82.9","-","-","*","88.1","71.8","84.1"
"987","2014","South Lanarkshire","Any sport incl. walking","78.8","71.2","-","-","84.8","79","58.9","74.8"
"988","2014","Stirling","Any sport incl. walking","88.5","86.7","-","-","*","94","75.4","87.6"
"989","2014","West Dunbartonshire","Any sport incl. walking","75.6","67.7","-","-","83.8","74","54.7","71.4"
"990","2014","West Lothian","Any sport incl. walking","74.5","69.8","-","-","*","80.4","47.7","72.1"
"991","2014","Aberdeen City","Any sport excl. walking","63.1","51.4","-","-","68.7","61.2","31.2","57.2"
"992","2014","Aberdeenshire","Any sport excl. walking","45.9","47.5","-","-","60.9","53.6","26.1","46.7"
"993","2014","Angus","Any sport excl. walking","52.2","50","-","-","76.5","51.4","32.4","51.1"
"994","2014","Argyll & Bute","Any sport excl. walking","51.4","49","-","-","*","60.7","31.1","50.2"
"995","2014","Clackmannanshire","Any sport excl. walking","59.8","43.3","-","-","59.9","56.3","36.7","51.3"
"996","2014","Dumfries & Galloway","Any sport excl. walking","49.4","34.3","-","-","*","44.8","23.7","41.5"
"997","2014","Dundee City","Any sport excl. walking","54.6","46.8","-","-","71.4","41.2","33.3","50.5"
"998","2014","East Ayrshire","Any sport excl. walking","49.1","46.7","-","-","*","60.1","28.5","47.9"
"999","2014","East Dunbartonshire","Any sport excl. walking","75.9","50.4","-","-","*","71.6","39.1","62.6"
"1000","2014","East Lothian","Any sport excl. walking","68","51.4","-","-","*","72.8","30.8","59.3"
"1001","2014","East Renfrewshire","Any sport excl. walking","65","49.7","-","-","*","56.5","41.6","56.9"
"1002","2014","Edinburgh, City of","Any sport excl. walking","68","56.9","-","-","81.1","59.8","35.7","62.3"
"1003","2014","Falkirk","Any sport excl. walking","41.1","35.4","-","-","59.8","38.6","16.8","38.2"
"1004","2014","Fife","Any sport excl. walking","53.8","42.9","-","-","62.1","52.3","29.9","48.1"
"1005","2014","Glasgow City","Any sport excl. walking","55.2","42.7","-","-","65.2","46.2","23.7","48.7"
"1006","2014","Highland","Any sport excl. walking","52.4","34.6","-","-","61.9","40.5","32.5","43.2"
"1007","2014","Inverclyde","Any sport excl. walking","60.5","39.4","-","-","*","53.5","24.3","49.3"
"1008","2014","Midlothian","Any sport excl. walking","59.4","55.4","-","-","*","69.5","29.7","57.3"
"1009","2014","Moray","Any sport excl. walking","59.2","46.5","-","-","67.3","57.9","34.5","52.7"
"1010","2014","Na h-Eileanan Siar","Any sport excl. walking","46.8","37.5","-","-","*","38.6","26.7","42.1"
"1011","2014","North Ayrshire","Any sport excl. walking","62.1","47.9","-","-","67.3","62.4","33.2","54.6"
"1012","2014","North Lanarkshire","Any sport excl. walking","52.3","40","-","-","59.2","51.2","22.8","45.9"
"1013","2014","Orkney Islands","Any sport excl. walking","60.9","57.5","-","-","*","63.7","39.2","59.2"
"1014","2014","Perth & Kinross","Any sport excl. walking","56","43.1","-","-","*","54.7","31.8","49.3"
"1015","2014","Renfrewshire","Any sport excl. walking","58.4","59","-","-","*","64.6","41.5","58.7"
"1016","2014","Scotland","Any sport excl. walking","56.8","46.3","-","-","67.8","54.1","30.2","51.3"
"1017","2014","Scottish Borders","Any sport excl. walking","50.6","46.3","-","-","*","51.4","33","48.4"
"1018","2014","Shetland Islands","Any sport excl. walking","47","48.2","-","-","69.4","49.8","23.5","47.6"
"1019","2014","South Ayrshire","Any sport excl. walking","57.8","53.5","-","-","*","59.4","37.4","55.5"
"1020","2014","South Lanarkshire","Any sport excl. walking","58.7","47.1","-","-","72.1","54.2","31.9","52.6"
"1021","2014","Stirling","Any sport excl. walking","67.6","54.7","-","-","*","72.5","35.9","60.9"
"1022","2014","West Dunbartonshire","Any sport excl. walking","56.4","41.6","-","-","67.6","45.3","33.9","48.5"
"1023","2014","West Lothian","Any sport excl. walking","56.9","43.1","-","-","*","56.5","18.2","49.8"
"1024","2014","Aberdeen City","Base","130","150","-","-","80","120","90","290"
"1025","2014","Aberdeenshire","Base","150","160","-","-","60","120","120","300"
"1026","2014","Angus","Base","110","150","-","-","50","100","100","260"
"1027","2014","Argyll & Bute","Base","130","140","-","-","40","100","140","270"
"1028","2014","Clackmannanshire","Base","120","140","-","-","60","100","100","250"
"1029","2014","Dumfries & Galloway","Base","110","110","-","-","40","90","90","230"
"1030","2014","Dundee City","Base","110","140","-","-","70","100","80","250"
"1031","2014","East Ayrshire","Base","100","130","-","-","40","100","90","230"
"1032","2014","East Dunbartonshire","Base","90","140","-","-","30","90","100","220"
"1033","2014","East Lothian","Base","80","130","-","-","30","100","90","220"
"1034","2014","East Renfrewshire","Base","100","120","-","-","40","90","90","220"
"1035","2014","Edinburgh, City of","Base","340","370","-","-","220","280","210","710"
"1036","2014","Falkirk","Base","120","140","-","-","50","120","90","260"
"1037","2014","Fife","Base","220","270","-","-","110","180","200","490"
"1038","2014","Glasgow City","Base","440","510","-","-","290","370","280","950"
"1039","2014","Highland","Base","150","170","-","-","60","120","140","320"
"1040","2014","Inverclyde","Base","100","150","-","-","50","100","110","250"
"1041","2014","Midlothian","Base","100","100","-","-","40","70","80","190"
"1042","2014","Moray","Base","120","130","-","-","50","100","100","250"
"1043","2014","Na h-Eileanan Siar","Base","110","150","-","-","40","110","120","270"
"1044","2014","North Ayrshire","Base","100","150","-","-","50","100","90","250"
"1045","2014","North Lanarkshire","Base","190","260","-","-","100","190","160","450"
"1046","2014","Orkney Islands","Base","120","150","-","-","50","100","120","270"
"1047","2014","Perth & Kinross","Base","120","130","-","-","50","90","110","250"
"1048","2014","Renfrewshire","Base","110","140","-","-","50","100","100","250"
"1049","2014","Scotland","Base","4440","5360","-","-","2140","3960","3690","9800"
"1050","2014","Scottish Borders","Base","110","140","-","-","40","100","110","250"
"1051","2014","Shetland Islands","Base","120","140","-","-","60","120","80","260"
"1052","2014","South Ayrshire","Base","120","130","-","-","50","100","100","250"
