"","Year","Council","","Man / Boy","Woman / Girl","Identified in another way","Refused","16-34","35-59","60 plus","All"
"3470","2019","Clackmannanshire","Snooker / Billiards / Pool","12.9","1.5","-","-","*","7.1","2.3","7.2"
"3471","2019","Dumfries & Galloway","Snooker / Billiards / Pool","10.5","0.7","-","-","*","1.1","5","5.4"
"3472","2019","Dundee City","Snooker / Billiards / Pool","15.9","-","-","-","14.7","5.5","0.8","7.6"
"3473","2019","East Ayrshire","Snooker / Billiards / Pool","9.5","3.8","-","-","*","2.2","1.5","6.5"
"3474","2019","East Dunbartonshire","Snooker / Billiards / Pool","7.5","2.1","-","-","*","6","3.1","4.7"
"3475","2019","East Lothian","Snooker / Billiards / Pool","7.3","3.2","-","-","*","9.8","-","5.1"
"3476","2019","East Renfrewshire","Snooker / Billiards / Pool","13.8","-","-","-","*","5.4","0.5","6.5"
"3477","2019","Edinburgh, City of","Snooker / Billiards / Pool","10.1","1","*","-","8.8","4.6","1.2","5.4"
"3478","2019","Falkirk","Snooker / Billiards / Pool","7.5","0.9","-","-","*","2.4","2.5","4.1"
"3479","2019","Fife","Snooker / Billiards / Pool","7.4","1.6","-","-","7.4","5.3","0.4","4.4"
"3480","2019","Glasgow City","Snooker / Billiards / Pool","12.7","2.3","*","-","9.3","6.6","4.9","7.3"
"3481","2019","Highland","Snooker / Billiards / Pool","9.6","1.2","-","*","12.6","2.5","3.5","5.3"
"3482","2019","Inverclyde","Snooker / Billiards / Pool","3.8","-","-","-","*","1.6","-","1.8"
"3483","2019","Midlothian","Snooker / Billiards / Pool","8.5","3.2","-","-","6.2","7.9","2","5.7"
"3484","2019","Moray","Snooker / Billiards / Pool","4","0.5","-","-","*","1.6","-","2.2"
"3485","2019","Na h-Eileanan Siar","Snooker / Billiards / Pool","4.6","0.4","-","-","*","2.7","-","2.5"
"3486","2019","North Ayrshire","Snooker / Billiards / Pool","11.3","8.5","-","-","*","12.4","3.6","9.8"
"3487","2019","North Lanarkshire","Snooker / Billiards / Pool","14.7","1.6","-","-","13.2","6.1","5","7.8"
"3488","2019","Orkney Islands","Snooker / Billiards / Pool","6.3","1","-","-","*","6.3","0.5","3.6"
"3489","2019","Perth & Kinross","Snooker / Billiards / Pool","6.8","2.5","-","-","*","5.1","-","4.6"
"3490","2019","Renfrewshire","Snooker / Billiards / Pool","13.5","2.2","-","-","*","9.8","3.5","7.7"
"3491","2019","Scotland","Snooker / Billiards / Pool","9.2","2","*","*","9.4","5.1","2.2","5.5"
"3492","2019","Scottish Borders","Snooker / Billiards / Pool","5.2","1.9","-","-","*","4","-","3.5"
"3493","2019","Shetland Islands","Snooker / Billiards / Pool","14.8","3.8","-","-","*","4.7","1.3","9.3"
"3494","2019","South Ayrshire","Snooker / Billiards / Pool","11.7","1.1","-","-","*","7.2","1.9","6.1"
"3495","2019","South Lanarkshire","Snooker / Billiards / Pool","7.4","4.6","-","-","8.5","7.7","1.6","6"
"3496","2019","Stirling","Snooker / Billiards / Pool","3.5","2.5","-","-","*","0.5","1.2","2.9"
"3497","2019","West Dunbartonshire","Snooker / Billiards / Pool","8.1","4.4","-","-","*","3.7","3.8","6.1"
"3498","2019","West Lothian","Snooker / Billiards / Pool","8.1","0.7","-","-","11.3","1.8","1.1","4.3"
"3499","2019","Aberdeen City","Bowls","3.2","1.8","-","-","1.9","1.2","5.6","2.5"
"3500","2019","Aberdeenshire","Bowls","2","1.6","-","-","-","1.3","3.8","1.8"
"3501","2019","Angus","Bowls","3.5","0.9","*","-","*","-","4.2","2.2"
"3502","2019","Argyll & Bute","Bowls","2.2","2.8","-","-","*","3.5","3","2.5"
"3503","2019","Clackmannanshire","Bowls","1.5","2","-","-","*","2.2","-","1.7"
"3504","2019","Dumfries & Galloway","Bowls","2","2.1","-","-","*","0.5","4.4","2"
"3505","2019","Dundee City","Bowls","-","0.5","-","-","-","-","1","0.3"
"3506","2019","East Ayrshire","Bowls","2.5","1.4","-","-","*","1.6","3.9","1.9"
"3507","2019","East Dunbartonshire","Bowls","1.6","1.4","-","-","*","1","3.1","1.5"
"3508","2019","East Lothian","Bowls","4.7","0.7","-","-","*","2.9","4","2.6"
"3509","2019","East Renfrewshire","Bowls","5.8","1.4","-","-","*","0.9","3.7","3.4"
"3510","2019","Edinburgh, City of","Bowls","1.9","2.8","*","-","1","1.9","5.3","2.4"
"3511","2019","Falkirk","Bowls","1.9","2.8","-","-","*","2","5.2","2.4"
"3512","2019","Fife","Bowls","2.7","1.5","-","-","-","2.3","3.5","2"
"3513","2019","Glasgow City","Bowls","2.1","1.6","*","-","1.5","1.3","3.1","1.8"
"3514","2019","Highland","Bowls","1","1.1","-","*","0.8","-","2.4","1.1"
"3515","2019","Inverclyde","Bowls","3.3","-","-","-","*","1.4","2.9","1.5"
"3516","2019","Midlothian","Bowls","2.8","1.4","-","-","0.9","2.2","3.1","2.1"
"3517","2019","Moray","Bowls","0.5","0.5","-","-","*","-","1.6","0.5"
"3518","2019","Na h-Eileanan Siar","Bowls","1.6","-","-","-","*","0.9","1.2","0.8"
"3519","2019","North Ayrshire","Bowls","1.2","2.3","-","-","*","1.8","3","1.8"
"3520","2019","North Lanarkshire","Bowls","5.3","3.9","-","-","7.5","2.6","4.7","4.6"
"3521","2019","Orkney Islands","Bowls","1.8","2.5","-","-","*","1.3","4.4","2.2"
"3522","2019","Perth & Kinross","Bowls","3.8","3.7","-","-","*","5.1","3.6","3.7"
"3523","2019","Renfrewshire","Bowls","4.9","1.9","-","-","*","3.5","3.9","3.4"
"3524","2019","Scotland","Bowls","2.7","1.9","*","*","1.6","1.7","3.6","2.3"
"3525","2019","Scottish Borders","Bowls","3.7","0.6","-","-","*","3.9","1.1","2.1"
"3526","2019","Shetland Islands","Bowls","3","-","-","-","*","0.5","1.3","1.5"
"3527","2019","South Ayrshire","Bowls","2.2","0.4","-","-","*","0.5","2.1","1.2"
"3528","2019","South Lanarkshire","Bowls","1.8","1.3","-","-","-","1.1","3.6","1.6"
"3529","2019","Stirling","Bowls","5.1","2.9","-","-","*","4.8","4","3.9"
"3530","2019","West Dunbartonshire","Bowls","2.4","1.8","-","-","*","1.7","3.5","2.1"
"3531","2019","West Lothian","Bowls","6","2.9","-","-","9.5","0.9","5","4.5"
"3532","2019","Aberdeen City","Other","14.3","12.7","-","-","20.9","8.9","9.4","13.5"
"3533","2019","Aberdeenshire","Other","19.7","12.3","-","-","16.9","14.8","16.8","15.9"
"3534","2019","Angus","Other","8.1","15.2","*","-","*","13.7","5.9","11.8"
"3535","2019","Argyll & Bute","Other","9.1","11.7","-","-","*","12.4","11.2","10.4"
"3536","2019","Clackmannanshire","Other","9","9","-","-","*","12.7","2.9","9"
"3537","2019","Dumfries & Galloway","Other","7","15.1","-","-","*","12.4","8.4","11.2"
"3538","2019","Dundee City","Other","9.4","11.3","-","-","16","5.7","8.7","10.4"
"3539","2019","East Ayrshire","Other","6.7","8.5","-","-","*","11.7","5","7.7"
"3540","2019","East Dunbartonshire","Other","7.6","14.3","-","-","*","16.7","5.6","11.1"
"3541","2019","East Lothian","Other","11.6","12.2","-","-","*","12.5","7.4","11.9"
"3542","2019","East Renfrewshire","Other","19.9","7.7","-","-","*","10.6","9.7","13.4"
"3543","2019","Edinburgh, City of","Other","10.9","13.7","*","-","12.3","16.2","6.6","12.4"
"3544","2019","Falkirk","Other","12.4","4.4","-","-","*","11.7","2","8.3"
"3545","2019","Fife","Other","11.7","6.3","-","-","6.1","11.5","7.6","8.9"
"3546","2019","Glasgow City","Other","8.1","8.6","*","-","13.3","6","3.6","8.3"
"3547","2019","Highland","Other","14.1","12","-","*","20.1","12.8","8.5","13"
"3548","2019","Inverclyde","Other","6.6","3.4","-","-","*","3.8","2.8","4.9"
"3549","2019","Midlothian","Other","7.7","12.6","-","-","4.3","14.4","9.7","10.3"
"3550","2019","Moray","Other","14.2","14.4","-","-","*","12.1","20.1","14.3"
"3551","2019","Na h-Eileanan Siar","Other","10.1","8.5","-","-","*","9.3","3.6","9.3"
"3552","2019","North Ayrshire","Other","8.5","13.1","-","-","*","11.2","9.2","10.9"
"3553","2019","North Lanarkshire","Other","7.7","6","-","-","12.5","6.1","2","6.8"
"3554","2019","Orkney Islands","Other","15.7","18","-","-","*","22.4","15.7","16.9"
"3555","2019","Perth & Kinross","Other","13.4","11.6","-","-","*","2.4","15.4","12.5"
"3556","2019","Renfrewshire","Other","4.6","4.7","-","-","*","3.7","6.6","4.7"
"3557","2019","Scotland","Other","10.4","10","*","*","12.5","10.4","7.7","10.2"
"3558","2019","Scottish Borders","Other","5.5","14.6","-","-","*","12.7","9.3","10.2"
"3559","2019","Shetland Islands","Other","15.9","18.3","-","-","*","20.8","12.9","17.1"
"3560","2019","South Ayrshire","Other","5.5","6.9","-","-","*","6.6","4.9","6.3"
"3561","2019","South Lanarkshire","Other","8.7","4.1","-","-","7.8","6.7","4.5","6.3"
"3562","2019","Stirling","Other","11.1","24.1","-","-","*","17","18.3","17.9"
"3563","2019","West Dunbartonshire","Other","10.1","5","-","-","*","8.2","4.5","7.4"
"3564","2019","West Lothian","Other","11.4","8.7","-","-","6.2","13.3","8.5","10"
"3565","2019","Aberdeen City","None","18.1","16.9","-","-","12.5","17.5","25.6","17.5"
"3566","2019","Aberdeenshire","None","17.5","18.3","-","-","13.2","10.6","32","17.9"
"3567","2019","Angus","None","16.9","21.2","*","-","*","13.5","28.7","19.1"
"3568","2019","Argyll & Bute","None","23.1","21.6","-","-","*","19.1","32","22.3"
"3569","2019","Clackmannanshire","None","15.6","22.9","-","-","*","14.2","32.9","19.3"
"3570","2019","Dumfries & Galloway","None","20.7","19.4","-","-","*","15.6","33.3","20"
"3571","2019","Dundee City","None","10","14.4","-","-","3.4","5.3","32.3","12.3"
"3572","2019","East Ayrshire","None","22.7","34.1","-","-","*","21.4","51.2","28.7"
"3573","2019","East Dunbartonshire","None","17.3","26.2","-","-","*","14.1","34.1","22"
"3574","2019","East Lothian","None","21.8","20.8","-","-","*","23.2","28.3","21.2"
"3575","2019","East Renfrewshire","None","8.8","23.1","-","-","*","13.9","26.6","16.4"
"3576","2019","Edinburgh, City of","None","12.6","13","*","-","7.3","9.5","26.7","12.8"
"3577","2019","Falkirk","None","23.7","24.8","-","-","*","15.1","47","24.3"
"3578","2019","Fife","None","14.4","21.9","-","-","7.2","18.1","28.6","18.3"
"3579","2019","Glasgow City","None","19.4","26.8","*","-","15.9","21.8","37.5","23.1"
"3580","2019","Highland","None","21.2","21.9","-","*","17.4","17.5","28.6","21.5"
"3581","2019","Inverclyde","None","19","40.6","-","-","*","24.3","46.7","30.4"
"3582","2019","Midlothian","None","20.9","22","-","-","17.9","10.9","40.8","21.5"
"3583","2019","Moray","None","16.3","18.8","-","-","*","12.6","34.1","17.6"
"3584","2019","Na h-Eileanan Siar","None","46.9","45.5","-","-","*","30.5","70","46.2"
"3585","2019","North Ayrshire","None","30.7","22.3","-","-","*","20.1","37.9","26.2"
"3586","2019","North Lanarkshire","None","18.7","30.1","-","-","11.7","21.9","42.4","24.6"
"3587","2019","Orkney Islands","None","19.4","11.4","-","-","*","10.2","29.9","15.4"
"3588","2019","Perth & Kinross","None","14.7","15.4","-","-","*","8.8","24.2","15.1"
"3589","2019","Renfrewshire","None","21.3","22.5","-","-","*","13.9","41.4","21.9"
"3590","2019","Scotland","None","18.5","22.2","*","*","12","16.6","33.6","20.4"
"3591","2019","Scottish Borders","None","13.1","19.4","-","-","*","10.8","26.8","16.4"
"3592","2019","Shetland Islands","None","18.5","16.7","-","-","*","13.4","30.2","17.6"
"3593","2019","South Ayrshire","None","21.9","18.9","-","-","*","16.8","30.8","20.3"
"3594","2019","South Lanarkshire","None","23.2","26.5","-","-","19.1","19.6","36.8","24.9"
"3595","2019","Stirling","None","14.2","12.6","-","-","*","13.3","17","13.4"
"3596","2019","West Dunbartonshire","None","21.3","29.8","-","-","*","21.6","38.1","25.8"
"3597","2019","West Lothian","None","20.9","24.6","-","-","10.3","24.1","33.5","22.8"
"3598","2019","Aberdeen City","Any sport incl. walking","81.9","83.1","-","-","87.5","82.5","74.4","82.5"
"3599","2019","Aberdeenshire","Any sport incl. walking","82.5","81.7","-","-","86.8","89.4","68","82.1"
"3600","2019","Angus","Any sport incl. walking","83.1","78.8","*","-","*","86.5","71.3","80.9"
"3601","2019","Argyll & Bute","Any sport incl. walking","76.9","78.4","-","-","*","80.9","68","77.7"
"3602","2019","Clackmannanshire","Any sport incl. walking","84.4","77.1","-","-","*","85.8","67.1","80.7"
"3603","2019","Dumfries & Galloway","Any sport incl. walking","79.3","80.6","-","-","*","84.4","66.7","80"
"3604","2019","Dundee City","Any sport incl. walking","90","85.6","-","-","96.6","94.7","67.7","87.7"
"3605","2019","East Ayrshire","Any sport incl. walking","77.3","65.9","-","-","*","78.6","48.8","71.3"
"3606","2019","East Dunbartonshire","Any sport incl. walking","82.7","73.8","-","-","*","85.9","65.9","78"
"3607","2019","East Lothian","Any sport incl. walking","78.2","79.2","-","-","*","76.8","71.7","78.8"
"3608","2019","East Renfrewshire","Any sport incl. walking","91.2","76.9","-","-","*","86.1","73.4","83.6"
"3609","2019","Edinburgh, City of","Any sport incl. walking","87.4","87","*","-","92.7","90.5","73.3","87.2"
"3610","2019","Falkirk","Any sport incl. walking","76.3","75.2","-","-","*","84.9","53","75.7"
"3611","2019","Fife","Any sport incl. walking","85.6","78.1","-","-","92.8","81.9","71.4","81.7"
"3612","2019","Glasgow City","Any sport incl. walking","80.6","73.2","*","-","84.1","78.2","62.5","76.9"
"3613","2019","Highland","Any sport incl. walking","78.8","78.1","-","*","82.6","82.5","71.4","78.5"
"3614","2019","Inverclyde","Any sport incl. walking","81","59.4","-","-","*","75.7","53.3","69.6"
"3615","2019","Midlothian","Any sport incl. walking","79.1","78","-","-","82.1","89.1","59.2","78.5"
"3616","2019","Moray","Any sport incl. walking","83.7","81.2","-","-","*","87.4","65.9","82.4"
"3617","2019","Na h-Eileanan Siar","Any sport incl. walking","53.1","54.5","-","-","*","69.5","30","53.8"
"3618","2019","North Ayrshire","Any sport incl. walking","69.3","77.7","-","-","*","79.9","62.1","73.8"
"3619","2019","North Lanarkshire","Any sport incl. walking","81.3","69.9","-","-","88.3","78.1","57.6","75.4"
"3620","2019","Orkney Islands","Any sport incl. walking","80.6","88.6","-","-","*","89.8","70.1","84.6"
"3621","2019","Perth & Kinross","Any sport incl. walking","85.3","84.6","-","-","*","91.2","75.8","84.9"
"3622","2019","Renfrewshire","Any sport incl. walking","78.7","77.5","-","-","*","86.1","58.6","78.1"
"3623","2019","Scotland","Any sport incl. walking","81.5","77.8","*","*","88","83.4","66.4","79.6"
"3624","2019","Scottish Borders","Any sport incl. walking","86.9","80.6","-","-","*","89.2","73.2","83.6"
"3625","2019","Shetland Islands","Any sport incl. walking","81.5","83.3","-","-","*","86.6","69.8","82.4"
"3626","2019","South Ayrshire","Any sport incl. walking","78.1","81.1","-","-","*","83.2","69.2","79.7"
"3627","2019","South Lanarkshire","Any sport incl. walking","76.8","73.5","-","-","80.9","80.4","63.2","75.1"
"3628","2019","Stirling","Any sport incl. walking","85.8","87.4","-","-","*","86.7","83","86.6"
"3629","2019","West Dunbartonshire","Any sport incl. walking","78.7","70.2","-","-","*","78.4","61.9","74.2"
"3630","2019","West Lothian","Any sport incl. walking","79.1","75.4","-","-","89.7","75.9","66.5","77.2"
"3631","2019","Aberdeen City","Any sport excl. walking","60.9","52.1","-","-","63.5","59.7","39.1","56.4"
"3632","2019","Aberdeenshire","Any sport excl. walking","60.7","52.4","-","-","68.7","60.5","41.3","56.5"
"3633","2019","Angus","Any sport excl. walking","57.7","51.1","*","-","*","67.4","35","54.2"
"3634","2019","Argyll & Bute","Any sport excl. walking","54.4","48.7","-","-","*","58.2","35","51.5"
"3635","2019","Clackmannanshire","Any sport excl. walking","57.9","47.6","-","-","*","58","32.1","52.7"
"3636","2019","Dumfries & Galloway","Any sport excl. walking","44.1","47.1","-","-","*","50.3","30.2","45.7"
"3637","2019","Dundee City","Any sport excl. walking","55.6","53.2","-","-","74","58","24.3","54.3"
"3638","2019","East Ayrshire","Any sport excl. walking","52","38.6","-","-","*","46.2","25.6","45"
"3639","2019","East Dunbartonshire","Any sport excl. walking","63.4","58.7","-","-","*","74","37.6","60.9"
"3640","2019","East Lothian","Any sport excl. walking","61.6","53","-","-","*","57.6","45.5","57"
"3641","2019","East Renfrewshire","Any sport excl. walking","69.7","57","-","-","*","63.7","49.1","63"
"3642","2019","Edinburgh, City of","Any sport excl. walking","62.6","59.5","*","-","68.2","65.4","42.8","61"
"3643","2019","Falkirk","Any sport excl. walking","53.9","51","-","-","*","63.4","25.5","52.4"
"3644","2019","Fife","Any sport excl. walking","63.7","45.5","-","-","71.6","53.9","39.2","54.2"
"3645","2019","Glasgow City","Any sport excl. walking","57.4","50","*","-","65.8","54.2","31.8","53.6"
"3646","2019","Highland","Any sport excl. walking","56","47","-","*","64.3","56.4","36.9","51.2"
"3647","2019","Inverclyde","Any sport excl. walking","52.3","36","-","-","*","47.9","20.5","43.6"
"3648","2019","Midlothian","Any sport excl. walking","55.6","55","-","-","53.7","69.7","35.1","55.3"
"3649","2019","Moray","Any sport excl. walking","63.8","51.1","-","-","*","52.6","46.4","57.4"
"3650","2019","Na h-Eileanan Siar","Any sport excl. walking","34.5","28.8","-","-","*","38.5","11.1","31.6"
"3651","2019","North Ayrshire","Any sport excl. walking","40.1","54.2","-","-","*","56.2","33.7","47.6"
"3652","2019","North Lanarkshire","Any sport excl. walking","59.2","37.3","-","-","69.3","46.3","27.8","47.8"
"3653","2019","Orkney Islands","Any sport excl. walking","53.4","59.4","-","-","*","62.6","37.3","56.4"
"3654","2019","Perth & Kinross","Any sport excl. walking","57.1","60.6","-","-","*","64.6","41.8","58.9"
"3655","2019","Renfrewshire","Any sport excl. walking","54.6","57.5","-","-","*","66.9","35.3","56.1"
"3656","2019","Scotland","Any sport excl. walking","57.5","50.2","*","*","67.3","57.4","35.7","53.7"
"3657","2019","Scottish Borders","Any sport excl. walking","49.5","47.5","-","-","*","55.4","33.4","48.5"
"3658","2019","Shetland Islands","Any sport excl. walking","64","60.7","-","-","*","62.5","43.9","62.3"
"3659","2019","South Ayrshire","Any sport excl. walking","44.8","50.9","-","-","*","49","37.4","48"
"3660","2019","South Lanarkshire","Any sport excl. walking","57.7","43.1","-","-","60.5","54.6","35.5","50"
"3661","2019","Stirling","Any sport excl. walking","60.3","60.1","-","-","*","61.8","49","60.2"
"3662","2019","West Dunbartonshire","Any sport excl. walking","60.4","45.8","-","-","*","60","37.3","52.6"
"3663","2019","West Lothian","Any sport excl. walking","58.3","49.5","-","-","75.7","52.3","33.6","53.8"
"3664","2019","Aberdeen City","Base","150","150","-","-","100","100","100","300"
"3665","2019","Aberdeenshire","Base","160","190","-","-","60","140","140","340"
"3666","2019","Angus","Base","90","140","0","-","40","100","100","230"
"3667","2019","Argyll & Bute","Base","90","150","-","-","30","90","130","240"
"3668","2019","Clackmannanshire","Base","100","120","-","-","30","100","80","210"
"3669","2019","Dumfries & Galloway","Base","120","130","-","-","40","80","140","260"
