"","Year","Council","Frequency","Man / Boy","Woman / Girl","Identified in another way","Refused","16-39","40-64","65+","All"
"746","2016","Na h-Eileanan Siar","All","100","100","-","-","100","100","100","100"
"747","2016","North Ayrshire","All","100","100","-","-","100","100","100","100"
"748","2016","North Lanarkshire","All","100","100","-","-","100","100","100","100"
"749","2016","Orkney Islands","All","100","100","-","-","100","100","100","100"
"750","2016","Perth & Kinross","All","100","100","-","-","100","100","100","100"
"751","2016","Renfrewshire","All","100","100","-","-","100","100","100","100"
"752","2016","Scotland","All","100","100","-","-","100","100","100","100"
"753","2016","Scottish Borders","All","100","100","-","-","100","100","100","100"
"754","2016","Shetland Islands","All","100","100","-","-","100","100","100","100"
"755","2016","South Ayrshire","All","100","100","-","-","100","100","100","100"
"756","2016","South Lanarkshire","All","100","100","-","-","100","100","100","100"
"757","2016","Stirling","All","100","100","-","-","100","100","100","100"
"758","2016","West Dunbartonshire","All","100","100","-","-","100","100","100","100"
"759","2016","West Lothian","All","100","100","-","-","100","100","100","100"
"760","2016","Aberdeen City","Base","140","150","-","-","120","100","80","290"
"761","2016","Aberdeenshire","Base","150","170","-","-","90","140","90","320"
"762","2016","Angus","Base","100","130","-","-","60","90","80","230"
"763","2016","Argyll & Bute","Base","100","130","-","-","60","80","90","240"
"764","2016","Clackmannanshire","Base","120","130","-","-","80","100","70","240"
"765","2016","Dumfries & Galloway","Base","120","130","-","-","50","90","100","250"
"766","2016","Dundee City","Base","120","110","-","-","90","70","70","230"
"767","2016","East Ayrshire","Base","90","120","-","-","50","100","70","210"
"768","2016","East Dunbartonshire","Base","120","140","-","-","60","100","90","260"
"769","2016","East Lothian","Base","130","160","-","-","70","130","90","290"
"770","2016","East Renfrewshire","Base","100","140","-","-","50","100","80","230"
"771","2016","Edinburgh, City of","Base","330","390","-","-","280","270","170","720"
"772","2016","Falkirk","Base","130","130","-","-","70","120","70","250"
"773","2016","Fife","Base","210","270","-","-","120","210","150","480"
"774","2016","Glasgow City","Base","380","420","-","-","330","300","180","800"
"775","2016","Highland","Base","140","140","-","-","60","120","100","280"
"776","2016","Inverclyde","Base","110","130","-","-","50","110","80","240"
"777","2016","Midlothian","Base","120","140","-","-","80","110","80","260"
"778","2016","Moray","Base","110","130","-","-","60","100","80","240"
"779","2016","Na h-Eileanan Siar","Base","120","140","-","-","60","110","90","260"
"780","2016","North Ayrshire","Base","110","150","-","-","70","110","80","260"
"781","2016","North Lanarkshire","Base","190","250","-","-","120","200","120","440"
"782","2016","Orkney Islands","Base","100","130","-","-","60","100","80","230"
"783","2016","Perth & Kinross","Base","100","120","-","-","50","90","80","220"
"784","2016","Renfrewshire","Base","140","140","-","-","70","130","70","270"
"785","2016","Scotland","Base","4400","5240","-","-","2720","3960","2960","9640"
"786","2016","Scottish Borders","Base","100","130","-","-","50","80","100","230"
"787","2016","Shetland Islands","Base","120","140","-","-","70","120","70","260"
"788","2016","South Ayrshire","Base","110","140","-","-","50","110","90","250"
"789","2016","South Lanarkshire","Base","180","210","-","-","100","170","130","400"
"790","2016","Stirling","Base","110","150","-","-","70","110","80","260"
"791","2016","West Dunbartonshire","Base","120","170","-","-","80","120","90","290"
"792","2016","West Lothian","Base","100","140","-","-","70","100","70","240"
"793","2017","Aberdeen City","Once or more times a week","60","57.7","-","-","62.2","58.5","50.8","58.8"
"794","2017","Aberdeenshire","Once or more times a week","67.6","65.3","-","-","77.4","65.9","51","66.4"
"795","2017","Angus","Once or more times a week","57.6","60","-","-","68.1","61","45","58.9"
"796","2017","Argyll & Bute","Once or more times a week","63.9","64.3","-","-","70","66.4","55","64.1"
"797","2017","Clackmannanshire","Once or more times a week","37.6","32.7","-","-","40.4","38.8","20.4","35.1"
"798","2017","Dumfries & Galloway","Once or more times a week","42.8","41","-","-","*","45.9","31.5","41.9"
"799","2017","Dundee City","Once or more times a week","58.3","61.6","-","-","64.6","65","42.1","60"
"800","2017","East Ayrshire","Once or more times a week","52.4","52.6","-","-","55","56.2","42.3","52.5"
"801","2017","East Dunbartonshire","Once or more times a week","49.2","49.3","-","-","*","60.2","38.3","49.2"
"802","2017","East Lothian","Once or more times a week","84.6","79.1","-","-","84.9","84.1","73.1","81.7"
"803","2017","East Renfrewshire","Once or more times a week","47.9","40.5","-","-","*","47.4","37.5","44"
"804","2017","Edinburgh, City of","Once or more times a week","71.8","64.6","-","-","69.5","70.3","59.8","68.1"
"805","2017","Falkirk","Once or more times a week","47.7","51.8","-","-","53.6","55.6","33.2","49.8"
"806","2017","Fife","Once or more times a week","58.3","61.6","-","-","70.4","58.4","47.8","60"
"807","2017","Glasgow City","Once or more times a week","37.1","31.6","-","-","37.6","36.1","20.3","34.2"
"808","2017","Highland","Once or more times a week","41.4","46.2","-","-","44.9","48.7","34.4","43.9"
"809","2017","Inverclyde","Once or more times a week","65.5","64.6","-","-","65.3","67.8","59.8","65"
"810","2017","Midlothian","Once or more times a week","71","69.1","-","-","76.6","70","60.2","70"
"811","2017","Moray","Once or more times a week","70.5","68.2","-","-","*","74.3","53.5","69.3"
"812","2017","Na h-Eileanan Siar","Once or more times a week","64.3","60.7","-","-","67.4","70","46.7","62.4"
"813","2017","North Ayrshire","Once or more times a week","57","55.2","-","-","*","51.3","48.4","56.1"
"814","2017","North Lanarkshire","Once or more times a week","34.2","28.9","-","-","31.7","32.2","29.4","31.4"
"815","2017","Orkney Islands","Once or more times a week","51","53.7","-","-","44.8","61.1","48","52.4"
"816","2017","Perth & Kinross","Once or more times a week","71.1","64.3","-","-","73","70.6","56.5","67.6"
"817","2017","Renfrewshire","Once or more times a week","51.5","48","-","-","53","49.5","44.4","49.6"
"818","2017","Scotland","Once or more times a week","53.7","51.3","-","-","56.1","54.7","42","52.4"
"819","2017","Scottish Borders","Once or more times a week","60.2","59","-","-","*","68.7","37.6","59.6"
"820","2017","Shetland Islands","Once or more times a week","53","70.7","-","-","73.3","60.1","47.9","61.8"
"821","2017","South Ayrshire","Once or more times a week","73.9","52.9","-","-","*","63.2","55.8","62.8"
"822","2017","South Lanarkshire","Once or more times a week","34.9","34","-","-","34.9","39.2","24.9","34.5"
"823","2017","Stirling","Once or more times a week","55","49.6","-","-","55.5","55.5","40.3","52.1"
"824","2017","West Dunbartonshire","Once or more times a week","36.4","34.9","-","-","30.9","42.6","29.9","35.6"
"825","2017","West Lothian","Once or more times a week","54.4","57.9","-","-","67.8","56.4","34.9","56.2"
"826","2017","Aberdeen City","At least once a month","14.4","13.3","-","-","13.9","13.8","13.7","13.8"
"827","2017","Aberdeenshire","At least once a month","16.1","7.2","-","-","10.5","12.9","10.7","11.6"
"828","2017","Angus","At least once a month","16.4","8.3","-","-","5.5","18.5","10.4","12.2"
"829","2017","Argyll & Bute","At least once a month","13.6","15.5","-","-","14.2","15.6","13.4","14.6"
"830","2017","Clackmannanshire","At least once a month","42","45.1","-","-","43","39.9","50.9","43.6"
"831","2017","Dumfries & Galloway","At least once a month","23.8","21.5","-","-","*","21.1","15.1","22.6"
"832","2017","Dundee City","At least once a month","11.8","17.9","-","-","12.8","15.4","18.9","15"
"833","2017","East Ayrshire","At least once a month","19.6","15.3","-","-","21.7","17","11.8","17.3"
"834","2017","East Dunbartonshire","At least once a month","25.2","24","-","-","*","16.4","20.5","24.6"
"835","2017","East Lothian","At least once a month","7.5","9.8","-","-","11","5.2","12.2","8.7"
"836","2017","East Renfrewshire","At least once a month","23.1","27.3","-","-","*","21.8","17.4","25.3"
"837","2017","Edinburgh, City of","At least once a month","17.4","18.7","-","-","20.4","16.2","15.8","18.1"
"838","2017","Falkirk","At least once a month","28.9","27.2","-","-","28.9","26.4","29.5","28"
"839","2017","Fife","At least once a month","20.6","16","-","-","17","21.4","14.7","18.2"
"840","2017","Glasgow City","At least once a month","22.6","23.5","-","-","26.9","22.2","13.8","23.1"
"841","2017","Highland","At least once a month","20.6","13.1","-","-","19.1","19.7","9","16.8"
"842","2017","Inverclyde","At least once a month","12.1","8.8","-","-","8.8","11.7","10.2","10.4"
"843","2017","Midlothian","At least once a month","5.3","11.1","-","-","13","6.2","5.4","8.3"
"844","2017","Moray","At least once a month","13.6","9.3","-","-","*","9.3","10.5","11.4"
"845","2017","Na h-Eileanan Siar","At least once a month","9.4","11.5","-","-","12.4","12.3","6","10.5"
"846","2017","North Ayrshire","At least once a month","13.9","18.4","-","-","*","15.5","11.9","16.3"
"847","2017","North Lanarkshire","At least once a month","21.3","24.5","-","-","27.1","23.6","14.3","23"
"848","2017","Orkney Islands","At least once a month","9.5","9.8","-","-","14.2","6.3","9.2","9.6"
"849","2017","Perth & Kinross","At least once a month","19.9","20.7","-","-","19.5","22","18.8","20.3"
"850","2017","Renfrewshire","At least once a month","14.4","16.2","-","-","19.8","15.3","8.1","15.3"
"851","2017","Scotland","At least once a month","19.1","18.1","-","-","20.7","18.7","14.7","18.6"
"852","2017","Scottish Borders","At least once a month","12.5","9.5","-","-","*","9.6","14.9","11"
"853","2017","Shetland Islands","At least once a month","23.4","11.2","-","-","15","20.5","15","17.3"
"854","2017","South Ayrshire","At least once a month","4.8","9.2","-","-","*","8.8","7.8","7.1"
"855","2017","South Lanarkshire","At least once a month","21.8","22.6","-","-","22.8","24.9","16.3","22.2"
"856","2017","Stirling","At least once a month","32.4","35.3","-","-","37.7","34","27.4","33.9"
"857","2017","West Dunbartonshire","At least once a month","27.5","15","-","-","29.2","17.4","13.6","20.9"
"858","2017","West Lothian","At least once a month","24.6","15","-","-","13.4","24.4","20.1","19.6"
"859","2017","Aberdeen City","At least once a year","11.7","14.1","-","-","10","17.4","11.4","12.9"
"860","2017","Aberdeenshire","At least once a year","7.3","10.1","-","-","7","8.3","12","8.7"
"861","2017","Angus","At least once a year","16.6","18.5","-","-","23.7","12.9","17.8","17.6"
"862","2017","Argyll & Bute","At least once a year","16.1","10.6","-","-","11.5","14.4","13.5","13.3"
"863","2017","Clackmannanshire","At least once a year","13","16.6","-","-","16.5","13.4","14.8","14.8"
"864","2017","Dumfries & Galloway","At least once a year","21.7","24.2","-","-","*","24.8","25.6","23"
"865","2017","Dundee City","At least once a year","18.2","13.6","-","-","16.8","15.5","14.1","15.8"
"866","2017","East Ayrshire","At least once a year","13.7","13","-","-","14.3","13.4","12","13.4"
"867","2017","East Dunbartonshire","At least once a year","18.5","16","-","-","*","15.4","20.2","17.2"
"868","2017","East Lothian","At least once a year","5.5","5.3","-","-","4.1","5.1","7.7","5.4"
"869","2017","East Renfrewshire","At least once a year","21.9","19.5","-","-","*","22.6","24.5","20.6"
"870","2017","Edinburgh, City of","At least once a year","7.5","10.7","-","-","8.3","7.2","15.2","9.1"
"871","2017","Falkirk","At least once a year","16.5","10.8","-","-","13.7","10.1","19.1","13.5"
"872","2017","Fife","At least once a year","9.9","12.4","-","-","9.8","11.9","11.8","11.2"
"873","2017","Glasgow City","At least once a year","27.9","31","-","-","30.2","27.9","31.1","29.5"
"874","2017","Highland","At least once a year","9.3","11.3","-","-","6.7","9.3","16.4","10.3"
"875","2017","Inverclyde","At least once a year","9.3","12.5","-","-","13.2","10","9.5","11"
"876","2017","Midlothian","At least once a year","13.2","10.1","-","-","6.5","12.4","17.6","11.6"
"877","2017","Moray","At least once a year","8.5","8","-","-","*","6.8","17.5","8.2"
"878","2017","Na h-Eileanan Siar","At least once a year","8.8","10.4","-","-","4.9","11.7","10.9","9.6"
"879","2017","North Ayrshire","At least once a year","10.5","13.2","-","-","*","16.9","15.9","11.9"
"880","2017","North Lanarkshire","At least once a year","30.8","33.6","-","-","33.9","32.9","28","32.3"
"881","2017","Orkney Islands","At least once a year","9.7","12.6","-","-","14.7","9.1","10.1","11.2"
"882","2017","Perth & Kinross","At least once a year","4.8","7.4","-","-","3.4","4.4","12.2","6.2"
"883","2017","Renfrewshire","At least once a year","25.5","22.7","-","-","21.2","23.8","29.2","24.1"
"884","2017","Scotland","At least once a year","16.2","17.4","-","-","16.1","16.2","19.1","16.8"
"885","2017","Scottish Borders","At least once a year","12.4","11.9","-","-","*","14.2","20.2","12.1"
"886","2017","Shetland Islands","At least once a year","16.1","10","-","-","10.9","12.7","16.9","13.1"
"887","2017","South Ayrshire","At least once a year","6.8","15.1","-","-","*","11.5","13.9","11.2"
"888","2017","South Lanarkshire","At least once a year","30","26.1","-","-","31.3","24.1","29.9","27.9"
"889","2017","Stirling","At least once a year","8.2","8.9","-","-","6.7","6.7","15","8.6"
"890","2017","West Dunbartonshire","At least once a year","19.5","24.5","-","-","21.7","21.9","23.5","22.2"
"891","2017","West Lothian","At least once a year","14.8","16.8","-","-","12.5","14.1","25.8","15.8"
"892","2017","Aberdeen City","Not at all","14","14.9","-","-","14","10.3","24.2","14.5"
"893","2017","Aberdeenshire","Not at all","9","17.4","-","-","5","12.9","26.4","13.2"
"894","2017","Angus","Not at all","9.3","13.2","-","-","2.7","7.6","26.8","11.3"
"895","2017","Argyll & Bute","Not at all","6.3","9.7","-","-","4.3","3.6","18.1","8"
"896","2017","Clackmannanshire","Not at all","7.4","5.7","-","-","-","7.9","13.9","6.5"
"897","2017","Dumfries & Galloway","Not at all","11.7","13.3","-","-","*","8.2","27.9","12.5"
"898","2017","Dundee City","Not at all","11.7","6.9","-","-","5.8","4.1","25","9.2"
"899","2017","East Ayrshire","Not at all","14.3","19.2","-","-","9","13.5","33.9","16.8"
"900","2017","East Dunbartonshire","Not at all","7.1","10.8","-","-","*","7.9","21","9"
"901","2017","East Lothian","Not at all","2.3","5.8","-","-","-","5.6","7","4.2"
"902","2017","East Renfrewshire","Not at all","7.2","12.6","-","-","*","8.2","20.6","10.1"
"903","2017","Edinburgh, City of","Not at all","3.3","5.9","-","-","1.7","6.3","9.2","4.7"
"904","2017","Falkirk","Not at all","6.9","10.2","-","-","3.8","7.9","18.2","8.6"
"905","2017","Fife","Not at all","11.2","10","-","-","2.9","8.3","25.7","10.6"
"906","2017","Glasgow City","Not at all","12.3","13.9","-","-","5.4","13.8","34.8","13.2"
"907","2017","Highland","Not at all","28.7","29.4","-","-","29.2","22.3","40.2","29.1"
"908","2017","Inverclyde","Not at all","13.1","14.1","-","-","12.6","10.5","20.5","13.6"
"909","2017","Midlothian","Not at all","10.5","9.6","-","-","3.8","11.3","16.9","10.1"
"910","2017","Moray","Not at all","7.4","14.6","-","-","*","9.6","18.5","11"
"911","2017","Na h-Eileanan Siar","Not at all","17.5","17.4","-","-","15.3","5.9","36.4","17.5"
"912","2017","North Ayrshire","Not at all","18.6","13.2","-","-","*","16.3","23.8","15.7"
"913","2017","North Lanarkshire","Not at all","13.7","13","-","-","7.3","11.3","28.3","13.3"
"914","2017","Orkney Islands","Not at all","29.8","23.9","-","-","26.3","23.4","32.6","26.8"
"915","2017","Perth & Kinross","Not at all","4.2","7.5","-","-","4.1","3","12.5","5.9"
"916","2017","Renfrewshire","Not at all","8.6","13.1","-","-","6.1","11.4","18.3","11"
"917","2017","Scotland","Not at all","11","13.3","-","-","7.1","10.4","24.2","12.2"
"918","2017","Scottish Borders","Not at all","14.8","19.7","-","-","*","7.5","27.4","17.3"
"919","2017","Shetland Islands","Not at all","7.5","8.1","-","-","0.8","6.6","20.2","7.8"
"920","2017","South Ayrshire","Not at all","14.5","22.8","-","-","*","16.6","22.5","18.9"
"921","2017","South Lanarkshire","Not at all","13.3","17.3","-","-","11","11.8","28.9","15.4"
"922","2017","Stirling","Not at all","4.4","6.2","-","-","-","3.8","17.2","5.4"
"923","2017","West Dunbartonshire","Not at all","16.6","25.6","-","-","18.1","18.1","33.1","21.4"
"924","2017","West Lothian","Not at all","6.2","10.3","-","-","6.3","5.1","19.2","8.3"
"925","2017","Aberdeen City","All","100","100","-","-","100","100","100","100"
"926","2017","Aberdeenshire","All","100","100","-","-","100","100","100","100"
"927","2017","Angus","All","100","100","-","-","100","100","100","100"
"928","2017","Argyll & Bute","All","100","100","-","-","100","100","100","100"
"929","2017","Clackmannanshire","All","100","100","-","-","100","100","100","100"
"930","2017","Dumfries & Galloway","All","100","100","-","-","100","100","100","100"
"931","2017","Dundee City","All","100","100","-","-","100","100","100","100"
"932","2017","East Ayrshire","All","100","100","-","-","100","100","100","100"
"933","2017","East Dunbartonshire","All","100","100","-","-","100","100","100","100"
"934","2017","East Lothian","All","100","100","-","-","100","100","100","100"
"935","2017","East Renfrewshire","All","100","100","-","-","100","100","100","100"
"936","2017","Edinburgh, City of","All","100","100","-","-","100","100","100","100"
"937","2017","Falkirk","All","100","100","-","-","100","100","100","100"
"938","2017","Fife","All","100","100","-","-","100","100","100","100"
"939","2017","Glasgow City","All","100","100","-","-","100","100","100","100"
"940","2017","Highland","All","100","100","-","-","100","100","100","100"
"941","2017","Inverclyde","All","100","100","-","-","100","100","100","100"
"942","2017","Midlothian","All","100","100","-","-","100","100","100","100"
"943","2017","Moray","All","100","100","-","-","100","100","100","100"
"944","2017","Na h-Eileanan Siar","All","100","100","-","-","100","100","100","100"
"945","2017","North Ayrshire","All","100","100","-","-","100","100","100","100"
"946","2017","North Lanarkshire","All","100","100","-","-","100","100","100","100"
"947","2017","Orkney Islands","All","100","100","-","-","100","100","100","100"
"948","2017","Perth & Kinross","All","100","100","-","-","100","100","100","100"
"949","2017","Renfrewshire","All","100","100","-","-","100","100","100","100"
"950","2017","Scotland","All","100","100","-","-","100","100","100","100"
"951","2017","Scottish Borders","All","100","100","-","-","100","100","100","100"
"952","2017","Shetland Islands","All","100","100","-","-","100","100","100","100"
"953","2017","South Ayrshire","All","100","100","-","-","100","100","100","100"
"954","2017","South Lanarkshire","All","100","100","-","-","100","100","100","100"
"955","2017","Stirling","All","100","100","-","-","100","100","100","100"
"956","2017","West Dunbartonshire","All","100","100","-","-","100","100","100","100"
"957","2017","West Lothian","All","100","100","-","-","100","100","100","100"
"958","2017","Aberdeen City","Base","180","170","-","-","140","110","100","350"
"959","2017","Aberdeenshire","Base","140","180","-","-","80","150","100","320"
"960","2017","Angus","Base","110","130","-","-","50","90","90","240"
"961","2017","Argyll & Bute","Base","100","150","-","-","50","100","100","250"
"962","2017","Clackmannanshire","Base","130","140","-","-","70","120","80","270"
"963","2017","Dumfries & Galloway","Base","110","130","-","-","50","100","100","250"
"964","2017","Dundee City","Base","110","110","-","-","70","80","80","230"
"965","2017","East Ayrshire","Base","110","140","-","-","60","100","90","250"
"966","2017","East Dunbartonshire","Base","110","130","-","-","50","110","80","230"
"967","2017","East Lothian","Base","110","140","-","-","70","100","90","260"
"968","2017","East Renfrewshire","Base","100","130","-","-","40","90","90","230"
"969","2017","Edinburgh, City of","Base","330","370","-","-","280","250","170","700"
"970","2017","Falkirk","Base","120","140","-","-","90","100","60","260"
"971","2017","Fife","Base","200","260","-","-","120","180","170","460"
"972","2017","Glasgow City","Base","380","460","-","-","340","300","200","840"
"973","2017","Highland","Base","150","160","-","-","70","140","110","320"
"974","2017","Inverclyde","Base","120","150","-","-","60","120","100","270"
"975","2017","Midlothian","Base","120","140","-","-","60","110","80","260"
"976","2017","Moray","Base","110","120","-","-","40","90","90","220"
"977","2017","Na h-Eileanan Siar","Base","170","150","-","-","70","140","110","320"
"978","2017","North Ayrshire","Base","100","110","-","-","50","80","80","210"
"979","2017","North Lanarkshire","Base","170","250","-","-","110","190","120","420"
"980","2017","Orkney Islands","Base","120","120","-","-","50","110","80","240"
"981","2017","Perth & Kinross","Base","120","120","-","-","60","90","90","240"
"982","2017","Renfrewshire","Base","100","120","-","-","60","90","70","220"
"983","2017","Scotland","Base","4540","5270","-","-","2670","3950","3200","9810"
"984","2017","Scottish Borders","Base","120","100","-","-","40","90","90","220"
"985","2017","Shetland Islands","Base","120","130","-","-","70","100","70","250"
"986","2017","South Ayrshire","Base","120","140","-","-","50","110","110","260"
"987","2017","South Lanarkshire","Base","200","240","-","-","120","180","130","430"
"988","2017","Stirling","Base","130","150","-","-","70","120","90","280"
"989","2017","West Dunbartonshire","Base","110","140","-","-","60","110","80","250"
"990","2017","West Lothian","Base","140","140","-","-","80","130","80","280"
"991","2018","Aberdeen City","Once or more times a week","66.5","75.8","-","-","69.3","79","61.4","71.2"
"992","2018","Aberdeenshire","Once or more times a week","68.7","73.1","-","-","76.2","74.2","56.8","70.9"
"993","2018","Angus","Once or more times a week","50.5","48.5","-","-","*","53.1","37.5","49.5"
"994","2018","Argyll & Bute","Once or more times a week","66.1","71.8","-","-","*","73.7","60","69"
"995","2018","Clackmannanshire","Once or more times a week","60.1","63.6","-","-","*","68.5","51.9","61.9"
"996","2018","Dumfries & Galloway","Once or more times a week","65.3","65.8","-","-","74.4","66.3","55.9","65.5"
"997","2018","Dundee City","Once or more times a week","62.8","51.3","-","-","73.6","47.1","37.7","56.8"
"998","2018","East Ayrshire","Once or more times a week","63.5","57.3","-","-","65.8","57.2","57.2","60.3"
"999","2018","East Dunbartonshire","Once or more times a week","51.1","57.2","-","-","55.9","59.7","43.5","54.3"
"1000","2018","East Lothian","Once or more times a week","83.7","82.5","-","-","87.9","86.6","70.1","83.1"
"1001","2018","East Renfrewshire","Once or more times a week","56.7","44","-","-","46","51","53","49.9"
"1002","2018","Edinburgh, City of","Once or more times a week","65.2","74.2","-","*","75.3","68.8","57.4","69.9"
"1003","2018","Falkirk","Once or more times a week","73.6","61.3","-","-","61","73.5","66.6","67.2"
"1004","2018","Fife","Once or more times a week","70.8","70.8","*","-","78.3","68.6","64.2","70.9"
"1005","2018","Glasgow City","Once or more times a week","40.5","39.3","-","-","47.9","35.7","25.3","39.9"
"1006","2018","Highland","Once or more times a week","64","74.1","-","-","71.3","76.3","54.9","69.2"
"1007","2018","Inverclyde","Once or more times a week","71.5","56.7","-","-","*","63.5","59.8","63.7"
"1008","2018","Midlothian","Once or more times a week","69.8","74.3","-","-","76.9","78.7","53.2","72.2"
"1009","2018","Moray","Once or more times a week","58.5","71","-","-","*","68.8","55.9","64.8"
"1010","2018","Na h-Eileanan Siar","Once or more times a week","72.8","69","-","-","81.3","73.1","58.5","70.9"
"1011","2018","North Ayrshire","Once or more times a week","46.2","40.1","-","-","41.4","44.1","42.7","42.9"
"1012","2018","North Lanarkshire","Once or more times a week","43.1","37.4","-","-","47.8","39","28.5","40.1"
"1013","2018","Orkney Islands","Once or more times a week","66","75.5","*","-","80.6","72.9","55.7","70.5"
"1014","2018","Perth & Kinross","Once or more times a week","79.2","67.6","-","-","*","70.6","71.7","73.2"
"1015","2018","Renfrewshire","Once or more times a week","42.1","34.4","-","-","35.7","39","40.1","38.1"
"1016","2018","Scotland","Once or more times a week","59.1","58.7","*","*","63.2","59.6","50.5","58.9"
"1017","2018","Scottish Borders","Once or more times a week","64.7","70.9","-","-","72","68.1","63.6","67.9"
"1018","2018","Shetland Islands","Once or more times a week","62.3","62.6","-","-","71","64.2","46.8","62.4"
"1019","2018","South Ayrshire","Once or more times a week","71.5","66.8","-","-","68.2","71.7","65.9","69"
"1020","2018","South Lanarkshire","Once or more times a week","47.4","39.9","-","-","48.8","44.7","33.2","43.5"
"1021","2018","Stirling","Once or more times a week","67.9","63.7","-","-","*","72.3","61.5","65.7"
"1022","2018","West Dunbartonshire","Once or more times a week","53","43.3","-","-","49.9","52.3","36.2","47.9"
"1023","2018","West Lothian","Once or more times a week","53.8","67.4","-","-","70.7","56.8","49.9","60.8"
"1024","2018","Aberdeen City","At least once a month","9.7","9.9","-","-","13.8","7","4.8","9.8"
"1025","2018","Aberdeenshire","At least once a month","8.9","9.8","-","-","10.2","10.2","6.4","9.3"
"1026","2018","Angus","At least once a month","16.9","11.2","-","-","*","13","19.7","14"
"1027","2018","Argyll & Bute","At least once a month","9.9","9.5","-","-","*","9.3","7.8","9.7"
"1028","2018","Clackmannanshire","At least once a month","15.5","14.2","-","-","*","13.1","14.5","14.8"
"1029","2018","Dumfries & Galloway","At least once a month","8.7","9.2","-","-","11.2","8.2","8","9"
"1030","2018","Dundee City","At least once a month","8.7","11","-","-","10.2","5.9","15.9","9.9"
"1031","2018","East Ayrshire","At least once a month","11.2","15.8","-","-","15.5","16.4","6.1","13.6"
"1032","2018","East Dunbartonshire","At least once a month","15.3","18.8","-","-","12","18.5","20.5","17.1"
"1033","2018","East Lothian","At least once a month","7.1","6.8","-","-","8.3","2.9","11.9","7"
"1034","2018","East Renfrewshire","At least once a month","17","29.6","-","-","23.4","28.1","16.1","23.7"
"1035","2018","Edinburgh, City of","At least once a month","18.2","13.4","-","*","12.1","20.3","16","15.7"
"1036","2018","Falkirk","At least once a month","11.5","16.4","-","-","22.3","10.6","6.3","14"
"1037","2018","Fife","At least once a month","14.5","16.5","*","-","12.9","18.6","14","15.5"
"1038","2018","Glasgow City","At least once a month","28.5","22.7","-","-","30.1","21.7","20.4","25.5"
"1039","2018","Highland","At least once a month","12.8","10.6","-","-","14.5","7.5","15.2","11.7"
"1040","2018","Inverclyde","At least once a month","10.2","7.2","-","-","*","7.6","9.2","8.6"
"1041","2018","Midlothian","At least once a month","12.5","10.4","-","-","15.2","7.8","11.6","11.4"
"1042","2018","Moray","At least once a month","21","14.3","-","-","*","14.7","10.9","17.6"
"1043","2018","Na h-Eileanan Siar","At least once a month","8.8","8.6","-","-","10.9","11","3.5","8.7"
"1044","2018","North Ayrshire","At least once a month","33.6","25.7","-","-","36.6","25.8","27.2","29.4"
"1045","2018","North Lanarkshire","At least once a month","19.8","26.6","-","-","24.8","26.9","13.6","23.3"
"1046","2018","Orkney Islands","At least once a month","9.3","3.5","*","-","7.5","7","4.1","6.3"
"1047","2018","Perth & Kinross","At least once a month","11.1","10.8","-","-","*","14.9","11.2","10.9"
"1048","2018","Renfrewshire","At least once a month","25.4","28.3","-","-","31.4","28.1","17.7","27"
"1049","2018","Scotland","At least once a month","17.3","16.7","*","*","18.9","16.8","14.2","17"
"1050","2018","Scottish Borders","At least once a month","13.4","13.5","-","-","14.8","14","11.3","13.5"
"1051","2018","Shetland Islands","At least once a month","15.6","11","-","-","10.1","13.6","17.5","13.3"
"1052","2018","South Ayrshire","At least once a month","11.7","7.7","-","-","13.3","7.6","8.7","9.6"
"1053","2018","South Lanarkshire","At least once a month","22.5","26.9","-","-","26.5","24.6","22.7","24.8"
"1054","2018","Stirling","At least once a month","14.6","20.3","-","-","*","14.2","8","17.6"
"1055","2018","West Dunbartonshire","At least once a month","28.2","23","-","-","27.6","25.5","21.9","25.5"
"1056","2018","West Lothian","At least once a month","25.7","13.3","-","-","22.2","18","16.7","19.4"
"1057","2018","Aberdeen City","At least once a year","12.9","2.9","-","-","9.7","3","12.2","7.8"
"1058","2018","Aberdeenshire","At least once a year","10.5","6.3","-","-","6.2","7.7","12.9","8.4"
"1059","2018","Angus","At least once a year","19.2","27.1","-","-","*","27.6","16.3","23.4"
"1060","2018","Argyll & Bute","At least once a year","11.2","9.2","-","-","*","7.7","15.8","10.2"
"1061","2018","Clackmannanshire","At least once a year","9.2","10.9","-","-","*","10.1","9.7","10.1"
"1062","2018","Dumfries & Galloway","At least once a year","5.6","10.4","-","-","3","5.1","17.4","8.1"
"1063","2018","Dundee City","At least once a year","12.6","18.1","-","-","10.2","25.2","10.1","15.5"
"1064","2018","East Ayrshire","At least once a year","12","8.5","-","-","11.4","7.4","13.1","10.2"
"1065","2018","East Dunbartonshire","At least once a year","16.8","16.5","-","-","21.6","13.3","16.7","16.6"
"1066","2018","East Lothian","At least once a year","5","9.1","-","-","3.8","7.1","12.2","7.1"
"1067","2018","East Renfrewshire","At least once a year","19","20.5","-","-","22.4","16.4","22.4","19.8"
"1068","2018","Edinburgh, City of","At least once a year","9.8","8.4","-","*","9.9","7.2","10.3","9"
"1069","2018","Falkirk","At least once a year","7.3","12.3","-","-","11.9","7.7","10.6","9.9"
"1070","2018","Fife","At least once a year","7.1","6.9","*","-","6.9","6","8.8","7"
"1071","2018","Glasgow City","At least once a year","21.1","23.9","-","-","17.1","28.9","24.7","22.6"
