"","Year","Council","Rating","20% most deprived","2","3","4","20% least deprived","All"
"1160","2016","Clackmannanshire","Fairly poor","8.7","2","*","*","*","3.2"
"1161","2016","Dumfries & Galloway","Fairly poor","*","4.5","2.7","*","*","2.5"
"1162","2016","Dundee City","Fairly poor","9.3","*","*","*","*","4.9"
"1163","2016","East Ayrshire","Fairly poor","11.4","0.9","*","*","*","5"
"1164","2016","East Dunbartonshire","Fairly poor","*","-","*","*","-","0.4"
"1165","2016","East Lothian","Fairly poor","*","3.9","-","2.9","*","2.6"
"1166","2016","East Renfrewshire","Fairly poor","*","*","*","*","-","1.2"
"1167","2016","Edinburgh, City of","Fairly poor","14.7","8.9","5.3","2.3","-","4.4"
"1168","2016","Falkirk","Fairly poor","*","6.9","-","0.8","*","3.2"
"1169","2016","Fife","Fairly poor","12.1","1.8","5.4","0.9","-","4.1"
"1170","2016","Glasgow City","Fairly poor","8.8","4.9","1.8","-","-","5.1"
"1171","2016","Highland","Fairly poor","*","4.1","2.2","-","*","1.8"
"1172","2016","Inverclyde","Fairly poor","6.1","*","*","*","*","2.4"
"1173","2016","Midlothian","Fairly poor","*","-","*","-","*","0.8"
"1174","2016","Moray","Fairly poor","*","*","2","1.8","*","1.3"
"1175","2016","Na-h Eileanan Siar","Fairly poor","-","*","0.8","*","-","0.6"
"1176","2016","North Ayrshire","Fairly poor","7","-","*","*","*","3.2"
"1177","2016","North Lanarkshire","Fairly poor","10.6","1.7","-","*","*","4.2"
"1178","2016","Orkney Islands","Fairly poor","-","*","5","-","*","1.4"
"1179","2016","Perth & Kinross","Fairly poor","*","*","*","-","-","3"
"1180","2016","Renfrewshire","Fairly poor","12.3","0.8","*","*","*","4.2"
"1181","2016","Scotland","Fairly poor","10","4","2.4","1.1","0.3","3.6"
"1182","2016","Scottish Borders","Fairly poor","*","*","3.3","-","*","3.3"
"1183","2016","Shetland Islands","Fairly poor","-","*","-","-","-","0.8"
"1184","2016","South Ayrshire","Fairly poor","*","1","2.1","*","*","5.5"
"1185","2016","South Lanarkshire","Fairly poor","7","3.5","-","0.7","*","2.7"
"1186","2016","Stirling","Fairly poor","*","*","*","4.6","7.2","4.6"
"1187","2016","West Dunbartonshire","Fairly poor","11.9","5","*","*","*","6.8"
"1188","2016","West Lothian","Fairly poor","*","4.1","4","*","*","4.3"
"1189","2016","Aberdeen City","Very poor","*","2.7","*","*","-","0.6"
"1190","2016","Aberdeenshire","Very poor","*","*","-","-","-","-"
"1191","2016","Angus","Very poor","*","*","-","-","*","-"
"1192","2016","Argyll & Bute","Very poor","*","*","1.9","-","*","0.7"
"1193","2016","Clackmannanshire","Very poor","0.9","3.4","*","*","*","1.3"
"1194","2016","Dumfries & Galloway","Very poor","*","-","0.4","*","*","0.9"
"1195","2016","Dundee City","Very poor","2.1","*","*","*","*","0.9"
"1196","2016","East Ayrshire","Very poor","1.7","5","*","*","*","2.4"
"1197","2016","East Dunbartonshire","Very poor","*","-","*","*","0.9","0.5"
"1198","2016","East Lothian","Very poor","*","1.6","1.3","-","*","0.8"
"1199","2016","East Renfrewshire","Very poor","*","*","*","*","-","0.4"
"1200","2016","Edinburgh, City of","Very poor","5.4","1.6","-","0.6","0.2","1.1"
"1201","2016","Falkirk","Very poor","*","-","-","-","*","0.6"
"1202","2016","Fife","Very poor","1.7","3.5","2.5","-","-","1.7"
"1203","2016","Glasgow City","Very poor","3.2","1","-","-","-","1.7"
"1204","2016","Highland","Very poor","*","-","1.5","2","*","1.1"
"1205","2016","Inverclyde","Very poor","2.3","*","*","*","*","0.9"
"1206","2016","Midlothian","Very poor","*","3.1","*","-","*","1.5"
"1207","2016","Moray","Very poor","*","*","-","-","*","1"
"1208","2016","Na-h Eileanan Siar","Very poor","-","*","-","*","-","-"
"1209","2016","North Ayrshire","Very poor","2","-","*","*","*","1.2"
"1210","2016","North Lanarkshire","Very poor","1.2","1.6","0.6","*","*","1"
"1211","2016","Orkney Islands","Very poor","-","*","-","-","*","-"
"1212","2016","Perth & Kinross","Very poor","*","*","*","-","-","1.6"
"1213","2016","Renfrewshire","Very poor","3.3","2.7","*","*","*","1.8"
"1214","2016","Scotland","Very poor","3.1","1.5","0.9","0.4","0.1","1.2"
"1215","2016","Scottish Borders","Very poor","*","*","0.9","1.1","*","1.7"
"1216","2016","Shetland Islands","Very poor","-","*","1.3","1.2","-","1.6"
"1217","2016","South Ayrshire","Very poor","*","-","-","*","*","0.2"
"1218","2016","South Lanarkshire","Very poor","8.4","2.4","1.5","2","*","3.1"
"1219","2016","Stirling","Very poor","*","*","*","-","-","-"
"1220","2016","West Dunbartonshire","Very poor","5.2","0.8","*","*","*","2.3"
"1221","2016","West Lothian","Very poor","*","-","1.2","*","*","0.5"
"1222","2016","Aberdeen City","No opinion","*","1.7","*","*","-","1"
"1223","2016","Aberdeenshire","No opinion","*","*","-","-","-","-"
"1224","2016","Angus","No opinion","*","*","-","-","*","-"
"1225","2016","Argyll & Bute","No opinion","*","*","-","-","*","-"
"1226","2016","Clackmannanshire","No opinion","1.2","-","*","*","*","0.5"
"1227","2016","Dumfries & Galloway","No opinion","*","0.6","-","*","*","0.5"
"1228","2016","Dundee City","No opinion","-","*","*","*","*","-"
"1229","2016","East Ayrshire","No opinion","-","1","*","*","*","0.2"
"1230","2016","East Dunbartonshire","No opinion","*","-","*","*","-","-"
"1231","2016","East Lothian","No opinion","*","-","-","-","*","-"
"1232","2016","East Renfrewshire","No opinion","*","*","*","*","-","-"
"1233","2016","Edinburgh, City of","No opinion","-","1","1","-","-","0.3"
"1234","2016","Falkirk","No opinion","*","-","-","-","*","-"
"1235","2016","Fife","No opinion","-","-","0.5","-","0.8","0.3"
"1236","2016","Glasgow City","No opinion","0.7","2.2","-","1.2","-","0.8"
"1237","2016","Highland","No opinion","*","-","-","-","*","-"
"1238","2016","Inverclyde","No opinion","-","*","*","*","*","0.8"
"1239","2016","Midlothian","No opinion","*","-","*","-","*","-"
"1240","2016","Moray","No opinion","*","*","-","-","*","-"
"1241","2016","Na-h Eileanan Siar","No opinion","-","*","-","*","-","-"
"1242","2016","North Ayrshire","No opinion","-","-","*","*","*","-"
"1243","2016","North Lanarkshire","No opinion","-","-","-","*","*","-"
"1244","2016","Orkney Islands","No opinion","-","*","-","-","*","0.2"
"1245","2016","Perth & Kinross","No opinion","*","*","*","-","-","-"
"1246","2016","Renfrewshire","No opinion","-","-","*","*","*","0.5"
"1247","2016","Scotland","No opinion","0.2","0.5","0.3","0.2","0.1","0.3"
"1248","2016","Scottish Borders","No opinion","*","*","-","0.9","*","0.8"
"1249","2016","Shetland Islands","No opinion","-","*","-","-","-","-"
"1250","2016","South Ayrshire","No opinion","*","-","-","*","*","-"
"1251","2016","South Lanarkshire","No opinion","-","1","-","-","*","0.3"
"1252","2016","Stirling","No opinion","*","*","*","-","-","-"
"1253","2016","West Dunbartonshire","No opinion","-","0.6","*","*","*","0.2"
"1254","2016","West Lothian","No opinion","*","-","-","*","*","-"
"1255","2016","Aberdeen City","All","100","100","100","100","100","100"
"1256","2016","Aberdeenshire","All","100","100","100","100","100","100"
"1257","2016","Angus","All","100","100","100","100","100","100"
"1258","2016","Argyll & Bute","All","100","100","100","100","100","100"
"1259","2016","Clackmannanshire","All","100","100","100","100","100","100"
"1260","2016","Dumfries & Galloway","All","100","100","100","100","100","100"
"1261","2016","Dundee City","All","100","100","100","100","100","100"
"1262","2016","East Ayrshire","All","100","100","100","100","100","100"
"1263","2016","East Dunbartonshire","All","100","100","100","100","100","100"
"1264","2016","East Lothian","All","100","100","100","100","100","100"
"1265","2016","East Renfrewshire","All","100","100","100","100","100","100"
"1266","2016","Edinburgh, City of","All","100","100","100","100","100","100"
"1267","2016","Falkirk","All","100","100","100","100","100","100"
"1268","2016","Fife","All","100","100","100","100","100","100"
"1269","2016","Glasgow City","All","100","100","100","100","100","100"
"1270","2016","Highland","All","100","100","100","100","100","100"
"1271","2016","Inverclyde","All","100","100","100","100","100","100"
"1272","2016","Midlothian","All","100","100","100","100","100","100"
"1273","2016","Moray","All","100","100","100","100","100","100"
"1274","2016","Na-h Eileanan Siar","All","-","100","100","100","-","100"
"1275","2016","North Ayrshire","All","100","100","100","100","100","100"
"1276","2016","North Lanarkshire","All","100","100","100","100","100","100"
"1277","2016","Orkney Islands","All","-","100","100","100","100","100"
"1278","2016","Perth & Kinross","All","100","100","100","100","100","100"
"1279","2016","Renfrewshire","All","100","100","100","100","100","100"
"1280","2016","Scotland","All","100","100","100","100","100","100"
"1281","2016","Scottish Borders","All","100","100","100","100","100","100"
"1282","2016","Shetland Islands","All","-","100","100","100","-","100"
"1283","2016","South Ayrshire","All","100","100","100","100","100","100"
"1284","2016","South Lanarkshire","All","100","100","100","100","100","100"
"1285","2016","Stirling","All","100","100","100","100","100","100"
"1286","2016","West Dunbartonshire","All","100","100","100","100","100","100"
"1287","2016","West Lothian","All","100","100","100","100","100","100"
"1288","2016","Aberdeen City","Base","20","70","50","50","110","290"
"1289","2016","Aberdeenshire","Base","10","30","60","110","110","320"
"1290","2016","Angus","Base","20","50","70","60","40","230"
"1291","2016","Argyll & Bute","Base","20","40","90","70","20","240"
"1292","2016","Clackmannanshire","Base","60","80","50","30","20","240"
"1293","2016","Dumfries & Galloway","Base","20","60","100","40","20","250"
"1294","2016","Dundee City","Base","100","40","30","30","30","230"
"1295","2016","East Ayrshire","Base","80","50","30","30","20","210"
"1296","2016","East Dunbartonshire","Base","20","50","10","50","120","260"
"1297","2016","East Lothian","Base","10","80","70","70","50","290"
"1298","2016","East Renfrewshire","Base","20","20","30","40","130","230"
"1299","2016","Edinburgh, City of","Base","100","110","100","110","300","720"
"1300","2016","Falkirk","Base","50","70","60","50","40","250"
"1301","2016","Fife","Base","100","110","110","70","90","480"
"1302","2016","Glasgow City","Base","410","110","110","80","90","800"
"1303","2016","Highland","Base","20","70","80","90","20","280"
"1304","2016","Inverclyde","Base","110","30","30","40","30","240"
"1305","2016","Midlothian","Base","20","100","40","60","40","260"
"1306","2016","Moray","Base","0","40","70","90","40","240"
"1307","2016","Na-h Eileanan Siar","Base","-","50","190","20","-","260"
"1308","2016","North Ayrshire","Base","110","50","30","30","30","260"
"1309","2016","North Lanarkshire","Base","150","130","80","50","30","440"
"1310","2016","Orkney Islands","Base","-","40","70","110","20","230"
"1311","2016","Perth & Kinross","Base","10","20","40","90","50","220"
"1312","2016","Renfrewshire","Base","100","60","40","30","50","270"
"1313","2016","Scotland","Base","1880","1990","2070","1970","1730","9640"
"1314","2016","Scottish Borders","Base","20","30","90","80","10","230"
"1315","2016","Shetland Islands","Base","-","10","80","170","-","260"
"1316","2016","South Ayrshire","Base","50","70","60","30","40","250"
"1317","2016","South Lanarkshire","Base","90","120","80","70","50","400"
"1318","2016","Stirling","Base","30","50","40","70","70","260"
"1319","2016","West Dunbartonshire","Base","120","80","40","40","10","290"
"1320","2016","West Lothian","Base","40","70","60","30","40","240"
"1321","2017","Aberdeen City","Very/fairly good","*","88.7","96.6","98.9","98.7","94.9"
"1322","2017","Aberdeenshire","Very/fairly good","*","*","99.4","100","99.5","97.8"
"1323","2017","Angus","Very/fairly good","*","*","100","97","*","94.5"
"1324","2017","Argyll & Bute","Very/fairly good","*","*","98.8","100","*","96.7"
"1325","2017","Clackmannanshire","Very/fairly good","87","96.6","95.2","*","*","95.6"
"1326","2017","Dumfries & Galloway","Very/fairly good","*","96.2","96.4","*","*","95.6"
"1327","2017","Dundee City","Very/fairly good","84.6","*","*","*","*","93.7"
"1328","2017","East Ayrshire","Very/fairly good","94.8","91.3","*","*","*","95.3"
"1329","2017","East Dunbartonshire","Very/fairly good","*","*","*","*","98.9","98"
"1330","2017","East Lothian","Very/fairly good","*","97.3","94.2","97.8","*","96.5"
"1331","2017","East Renfrewshire","Very/fairly good","*","*","*","*","99.2","97.3"
"1332","2017","Edinburgh, City of","Very/fairly good","84.2","93.4","96.8","99.1","100","96.4"
"1333","2017","Falkirk","Very/fairly good","*","97.4","94.5","96.5","*","95.4"
"1334","2017","Fife","Very/fairly good","82.3","95","96.9","100","99.5","94.5"
"1335","2017","Glasgow City","Very/fairly good","86.5","92.5","93.5","99.4","99.1","91.6"
"1336","2017","Highland","Very/fairly good","*","95.5","96.4","100","*","96.8"
"1337","2017","Inverclyde","Very/fairly good","87.6","*","*","*","*","93.2"
"1338","2017","Midlothian","Very/fairly good","*","97.5","96.3","*","*","94.1"
"1339","2017","Moray","Very/fairly good","*","*","88.8","98.1","*","94.3"
"1340","2017","Na-h Eileanan Siar","Very/fairly good","-","97.2","98.3","*","-","98.2"
"1341","2017","North Ayrshire","Very/fairly good","84.7","*","*","*","*","91.5"
"1342","2017","North Lanarkshire","Very/fairly good","88.2","95.4","99.5","98.4","*","94.6"
"1343","2017","Orkney Islands","Very/fairly good","-","*","100","100","*","99.5"
"1344","2017","Perth & Kinross","Very/fairly good","*","*","98.9","100","*","97.4"
"1345","2017","Renfrewshire","Very/fairly good","84.1","*","*","*","*","94.1"
"1346","2017","Scotland","Very/fairly good","86.6","93.1","96.7","99","99.2","95"
"1347","2017","Scottish Borders","Very/fairly good","*","*","99.5","99.2","*","97.3"
"1348","2017","Shetland Islands","Very/fairly good","-","*","100","99.6","-","99.5"
"1349","2017","South Ayrshire","Very/fairly good","*","100","96","*","100","97.3"
"1350","2017","South Lanarkshire","Very/fairly good","87.8","95.4","93","97.8","98.2","94.6"
"1351","2017","Stirling","Very/fairly good","*","*","*","97.7","100","97"
"1352","2017","West Dunbartonshire","Very/fairly good","86.2","87.9","*","*","*","88.7"
"1353","2017","West Lothian","Very/fairly good","93.6","92.5","95.7","*","*","95.7"
"1354","2017","Aberdeen City","Very good","*","40.6","29.5","58.3","81.6","56.4"
"1355","2017","Aberdeenshire","Very good","*","*","60.7","73.2","75.3","67.6"
"1356","2017","Angus","Very good","*","*","76.2","83.3","*","66.2"
"1357","2017","Argyll & Bute","Very good","*","*","76.2","77.7","*","70.5"
"1358","2017","Clackmannanshire","Very good","23.4","30.3","43.8","*","*","41.5"
"1359","2017","Dumfries & Galloway","Very good","*","43.1","68.8","*","*","62.5"
"1360","2017","Dundee City","Very good","28.2","*","*","*","*","44.9"
"1361","2017","East Ayrshire","Very good","23","53.8","*","*","*","44.4"
"1362","2017","East Dunbartonshire","Very good","*","*","*","*","86.2","73.7"
"1363","2017","East Lothian","Very good","*","56.6","58.1","71.5","*","66.5"
"1364","2017","East Renfrewshire","Very good","*","*","*","*","77.9","73.6"
"1365","2017","Edinburgh, City of","Very good","29.6","28.4","38","52.8","79.7","55.8"
"1366","2017","Falkirk","Very good","*","49.3","45.3","62.7","*","55.1"
"1367","2017","Fife","Very good","31.6","44.2","52.4","68.4","71.3","52.9"
"1368","2017","Glasgow City","Very good","33","52.3","51.6","58","75.4","47"
"1369","2017","Highland","Very good","*","65.3","71.4","88.4","*","74.6"
"1370","2017","Inverclyde","Very good","38.5","*","*","*","*","56.1"
"1371","2017","Midlothian","Very good","*","33.8","45.1","*","*","44.6"
"1372","2017","Moray","Very good","*","*","78","73.7","*","69.3"
"1373","2017","Na-h Eileanan Siar","Very good","-","79.1","86.7","*","-","85.2"
"1374","2017","North Ayrshire","Very good","28.2","*","*","*","*","49.6"
"1375","2017","North Lanarkshire","Very good","41.6","50.7","68.8","42","*","51.3"
"1376","2017","Orkney Islands","Very good","-","*","83.2","89.5","*","83.9"
"1377","2017","Perth & Kinross","Very good","*","*","66.2","72.6","*","65.2"
"1378","2017","Renfrewshire","Very good","15.5","*","*","*","*","57.8"
"1379","2017","Scotland","Very good","31.9","45","58.7","69.8","77.6","57"
"1380","2017","Scottish Borders","Very good","*","*","57.5","71.4","*","58.7"
"1381","2017","Shetland Islands","Very good","-","*","80","84.2","-","82.9"
"1382","2017","South Ayrshire","Very good","*","59.8","73","*","83.6","63.6"
"1383","2017","South Lanarkshire","Very good","35.4","43","49.9","71.2","77.2","53.7"
"1384","2017","Stirling","Very good","*","*","*","82.7","79","68.7"
"1385","2017","West Dunbartonshire","Very good","34.5","54.6","*","*","*","47.7"
"1386","2017","West Lothian","Very good","22.4","22","49.4","*","*","45.4"
"1387","2017","Aberdeen City","Fairly good","*","48.1","67.1","40.6","17.1","38.5"
"1388","2017","Aberdeenshire","Fairly good","*","*","38.7","26.8","24.2","30.2"
"1389","2017","Angus","Fairly good","*","*","23.8","13.7","*","28.3"
"1390","2017","Argyll & Bute","Fairly good","*","*","22.5","22.3","*","26.3"
"1391","2017","Clackmannanshire","Fairly good","63.6","66.3","51.4","*","*","54.1"
"1392","2017","Dumfries & Galloway","Fairly good","*","53.1","27.6","*","*","33.1"
"1393","2017","Dundee City","Fairly good","56.3","*","*","*","*","48.8"
"1394","2017","East Ayrshire","Fairly good","71.8","37.5","*","*","*","50.9"
"1395","2017","East Dunbartonshire","Fairly good","*","*","*","*","12.7","24.4"
"1396","2017","East Lothian","Fairly good","*","40.7","36.1","26.3","*","30"
"1397","2017","East Renfrewshire","Fairly good","*","*","*","*","21.3","23.7"
"1398","2017","Edinburgh, City of","Fairly good","54.5","65","58.8","46.3","20.3","40.6"
"1399","2017","Falkirk","Fairly good","*","48.2","49.2","33.8","*","40.3"
"1400","2017","Fife","Fairly good","50.7","50.8","44.5","31.6","28.2","41.7"
"1401","2017","Glasgow City","Fairly good","53.6","40.2","41.8","41.4","23.7","44.6"
"1402","2017","Highland","Fairly good","*","30.2","25.1","11.6","*","22.3"
"1403","2017","Inverclyde","Fairly good","49.1","*","*","*","*","37.2"
"1404","2017","Midlothian","Fairly good","*","63.7","51.2","*","*","49.5"
"1405","2017","Moray","Fairly good","*","*","10.8","24.4","*","25"
"1406","2017","Na-h Eileanan Siar","Fairly good","-","18.1","11.5","*","-","13"
"1407","2017","North Ayrshire","Fairly good","56.5","*","*","*","*","41.9"
"1408","2017","North Lanarkshire","Fairly good","46.6","44.6","30.7","56.4","*","43.3"
"1409","2017","Orkney Islands","Fairly good","-","*","16.8","10.5","*","15.6"
"1410","2017","Perth & Kinross","Fairly good","*","*","32.7","27.4","*","32.2"
"1411","2017","Renfrewshire","Fairly good","68.6","*","*","*","*","36.3"
"1412","2017","Scotland","Fairly good","54.8","48.1","38","29.2","21.5","38"
"1413","2017","Scottish Borders","Fairly good","*","*","42","27.8","*","38.7"
"1414","2017","Shetland Islands","Fairly good","-","*","20","15.4","-","16.6"
"1415","2017","South Ayrshire","Fairly good","*","40.2","23","*","16.4","33.7"
"1416","2017","South Lanarkshire","Fairly good","52.4","52.4","43","26.7","21","40.9"
"1417","2017","Stirling","Fairly good","*","*","*","15","21","28.3"
"1418","2017","West Dunbartonshire","Fairly good","51.7","33.3","*","*","*","41"
"1419","2017","West Lothian","Fairly good","71.1","70.5","46.3","*","*","50.3"
"1420","2017","Aberdeen City","Fairly poor","*","10.3","2.2","-","0.4","3.6"
"1421","2017","Aberdeenshire","Fairly poor","*","*","0.6","-","0.5","1.6"
"1422","2017","Angus","Fairly poor","*","*","-","1.7","*","4"
"1423","2017","Argyll & Bute","Fairly poor","*","*","1.2","-","*","2.8"
"1424","2017","Clackmannanshire","Fairly poor","7.3","3.4","4.8","*","*","3.3"
"1425","2017","Dumfries & Galloway","Fairly poor","*","3.8","2.6","*","*","3.3"
"1426","2017","Dundee City","Fairly poor","8.6","*","*","*","*","3.5"
"1427","2017","East Ayrshire","Fairly poor","3.8","3.6","*","*","*","3"
"1428","2017","East Dunbartonshire","Fairly poor","*","*","*","*","1.1","1.8"
"1429","2017","East Lothian","Fairly poor","*","2.2","3.2","0.7","*","2"
"1430","2017","East Renfrewshire","Fairly poor","*","*","*","*","0.8","1.7"
"1431","2017","Edinburgh, City of","Fairly poor","8.2","4.8","3.2","0.9","-","2.4"
"1432","2017","Falkirk","Fairly poor","*","1.4","4.6","2.5","*","3.2"
"1433","2017","Fife","Fairly poor","10.2","4","2.1","-","0.5","3.5"
"1434","2017","Glasgow City","Fairly poor","8.3","6.1","5.7","0.6","0.9","5.8"
"1435","2017","Highland","Fairly poor","*","2.6","3.6","-","*","2.7"
"1436","2017","Inverclyde","Fairly poor","9.1","*","*","*","*","4.4"
"1437","2017","Midlothian","Fairly poor","*","1.9","3.7","*","*","2.9"
"1438","2017","Moray","Fairly poor","*","*","11.2","1.1","*","5"
"1439","2017","Na-h Eileanan Siar","Fairly poor","-","-","0.6","*","-","0.4"
"1440","2017","North Ayrshire","Fairly poor","8.6","*","*","*","*","4.7"
"1441","2017","North Lanarkshire","Fairly poor","9.4","3","0.6","1.6","*","4.2"
"1442","2017","Orkney Islands","Fairly poor","-","*","-","-","*","0.5"
"1443","2017","Perth & Kinross","Fairly poor","*","*","1.1","-","*","2.6"
"1444","2017","Renfrewshire","Fairly poor","8.1","*","*","*","*","3.4"
"1445","2017","Scotland","Fairly poor","8.3","5.1","2.9","0.7","0.6","3.4"
"1446","2017","Scottish Borders","Fairly poor","*","*","0.5","-","*","1.5"
"1447","2017","Shetland Islands","Fairly poor","-","*","-","0.4","-","0.5"
"1448","2017","South Ayrshire","Fairly poor","*","-","3.1","*","-","1.6"
"1449","2017","South Lanarkshire","Fairly poor","7","3","5.7","2.2","1.8","3.8"
"1450","2017","Stirling","Fairly poor","*","*","*","2.3","-","1.9"
"1451","2017","West Dunbartonshire","Fairly poor","8.9","9.8","*","*","*","8.6"
"1452","2017","West Lothian","Fairly poor","2.7","6.7","4.3","*","*","3.4"
"1453","2017","Aberdeen City","Very poor","*","1","1.2","-","-","1"
"1454","2017","Aberdeenshire","Very poor","*","*","-","-","-","0.6"
"1455","2017","Angus","Very poor","*","*","-","0.6","*","0.6"
"1456","2017","Argyll & Bute","Very poor","*","*","-","-","*","0.4"
"1457","2017","Clackmannanshire","Very poor","4.2","-","-","*","*","0.8"
"1458","2017","Dumfries & Galloway","Very poor","*","-","1","*","*","1.1"
"1459","2017","Dundee City","Very poor","4.8","*","*","*","*","2.1"
"1460","2017","East Ayrshire","Very poor","1.5","-","*","*","*","0.5"
"1461","2017","East Dunbartonshire","Very poor","*","*","*","*","-","0.2"
"1462","2017","East Lothian","Very poor","*","0.6","-","1.5","*","0.5"
"1463","2017","East Renfrewshire","Very poor","*","*","*","*","-","1"
"1464","2017","Edinburgh, City of","Very poor","7.6","1.8","-","-","-","1.3"
"1465","2017","Falkirk","Very poor","*","1.2","1","1","*","1.1"
"1466","2017","Fife","Very poor","7.5","1","1","-","-","2"
"1467","2017","Glasgow City","Very poor","4.1","1.4","0.9","-","-","2.2"
"1468","2017","Highland","Very poor","*","1","-","-","*","0.3"
"1469","2017","Inverclyde","Very poor","2.9","*","*","*","*","2.2"
"1470","2017","Midlothian","Very poor","*","-","-","*","*","2.8"
"1471","2017","Moray","Very poor","*","*","-","0.8","*","0.7"
"1472","2017","Na-h Eileanan Siar","Very poor","-","2.8","-","*","-","0.6"
"1473","2017","North Ayrshire","Very poor","6.7","*","*","*","*","3.7"
"1474","2017","North Lanarkshire","Very poor","2.4","1.3","-","-","*","1.1"
"1475","2017","Orkney Islands","Very poor","-","*","-","-","*","-"
"1476","2017","Perth & Kinross","Very poor","*","*","-","-","*","-"
"1477","2017","Renfrewshire","Very poor","7.9","*","*","*","*","2.1"
"1478","2017","Scotland","Very poor","4.5","1.4","0.4","0.3","0.1","1.3"
"1479","2017","Scottish Borders","Very poor","*","*","-","0.8","*","0.8"
"1480","2017","Shetland Islands","Very poor","-","*","-","-","-","-"
"1481","2017","South Ayrshire","Very poor","*","-","0.9","*","-","1"
"1482","2017","South Lanarkshire","Very poor","5.2","1.2","1.3","-","-","1.4"
"1483","2017","Stirling","Very poor","*","*","*","-","-","1.1"
"1484","2017","West Dunbartonshire","Very poor","2.3","2.3","*","*","*","1.7"
"1485","2017","West Lothian","Very poor","3.7","0.8","-","*","*","0.9"
"1486","2017","Aberdeen City","No opinion","*","-","-","1.1","0.9","0.6"
"1487","2017","Aberdeenshire","No opinion","*","*","-","-","-","-"
"1488","2017","Angus","No opinion","*","*","-","0.7","*","0.9"
"1489","2017","Argyll & Bute","No opinion","*","*","-","-","*","-"
"1490","2017","Clackmannanshire","No opinion","1.5","-","-","*","*","0.3"
"1491","2017","Dumfries & Galloway","No opinion","*","-","-","*","*","-"
"1492","2017","Dundee City","No opinion","2","*","*","*","*","0.8"
"1493","2017","East Ayrshire","No opinion","-","5.1","*","*","*","1.3"
"1494","2017","East Dunbartonshire","No opinion","*","*","*","*","-","-"
"1495","2017","East Lothian","No opinion","*","-","2.5","-","*","1"
"1496","2017","East Renfrewshire","No opinion","*","*","*","*","-","-"
"1497","2017","Edinburgh, City of","No opinion","-","-","-","-","-","-"
"1498","2017","Falkirk","No opinion","*","-","-","-","*","0.3"
"1499","2017","Fife","No opinion","-","-","-","-","-","-"
"1500","2017","Glasgow City","No opinion","1.1","-","-","-","-","0.5"
"1501","2017","Highland","No opinion","*","0.9","-","-","*","0.1"
"1502","2017","Inverclyde","No opinion","0.4","*","*","*","*","0.2"
"1503","2017","Midlothian","No opinion","*","0.6","-","*","*","0.2"
"1504","2017","Moray","No opinion","*","*","-","-","*","-"
"1505","2017","Na-h Eileanan Siar","No opinion","-","-","1.2","*","-","0.8"
"1506","2017","North Ayrshire","No opinion","-","*","*","*","*","-"
"1507","2017","North Lanarkshire","No opinion","-","0.3","-","-","*","0.1"
"1508","2017","Orkney Islands","No opinion","-","*","-","-","*","-"
"1509","2017","Perth & Kinross","No opinion","*","*","-","-","*","-"
"1510","2017","Renfrewshire","No opinion","-","*","*","*","*","0.5"
"1511","2017","Scotland","No opinion","0.6","0.3","0.1","0.1","0.2","0.2"
"1512","2017","Scottish Borders","No opinion","*","*","-","-","*","0.4"
"1513","2017","Shetland Islands","No opinion","-","*","-","-","-","-"
"1514","2017","South Ayrshire","No opinion","*","-","-","*","-","-"
"1515","2017","South Lanarkshire","No opinion","-","0.4","-","-","-","0.1"
"1516","2017","Stirling","No opinion","*","*","*","-","-","-"
"1517","2017","West Dunbartonshire","No opinion","2.6","-","*","*","*","1.1"
"1518","2017","West Lothian","No opinion","-","-","-","*","*","-"
"1519","2017","Aberdeen City","All","100","100","100","100","100","100"
"1520","2017","Aberdeenshire","All","100","100","100","100","100","100"
"1521","2017","Angus","All","100","100","100","100","100","100"
"1522","2017","Argyll & Bute","All","100","100","100","100","100","100"
"1523","2017","Clackmannanshire","All","100","100","100","100","100","100"
"1524","2017","Dumfries & Galloway","All","100","100","100","100","100","100"
"1525","2017","Dundee City","All","100","100","100","100","100","100"
"1526","2017","East Ayrshire","All","100","100","100","100","100","100"
"1527","2017","East Dunbartonshire","All","100","100","100","100","100","100"
"1528","2017","East Lothian","All","100","100","100","100","100","100"
"1529","2017","East Renfrewshire","All","100","100","100","100","100","100"
"1530","2017","Edinburgh, City of","All","100","100","100","100","100","100"
"1531","2017","Falkirk","All","100","100","100","100","100","100"
"1532","2017","Fife","All","100","100","100","100","100","100"
"1533","2017","Glasgow City","All","100","100","100","100","100","100"
"1534","2017","Highland","All","100","100","100","100","100","100"
"1535","2017","Inverclyde","All","100","100","100","100","100","100"
"1536","2017","Midlothian","All","100","100","100","100","100","100"
"1537","2017","Moray","All","100","100","100","100","100","100"
"1538","2017","Na-h Eileanan Siar","All","-","100","100","100","-","100"
"1539","2017","North Ayrshire","All","100","100","100","100","100","100"
"1540","2017","North Lanarkshire","All","100","100","100","100","100","100"
"1541","2017","Orkney Islands","All","-","100","100","100","100","100"
"1542","2017","Perth & Kinross","All","100","100","100","100","100","100"
"1543","2017","Renfrewshire","All","100","100","100","100","100","100"
"1544","2017","Scotland","All","100","100","100","100","100","100"
"1545","2017","Scottish Borders","All","100","100","100","100","100","100"
"1546","2017","Shetland Islands","All","-","100","100","100","-","100"
"1547","2017","South Ayrshire","All","100","100","100","100","100","100"
