"","Year","Council","","1 - 20% most deprived","2","3","4","5 - 20% least deprived","All"
"1970","2016","Orkney Islands","Snooker / Billiards / Pool","-","*","7.3","-","*","2.9"
"1971","2016","Perth & Kinross","Snooker / Billiards / Pool","*","*","*","4.1","13.6","5.9"
"1972","2016","Renfrewshire","Snooker / Billiards / Pool","11.3","8.8","*","*","*","12.5"
"1973","2016","Scotland","Snooker / Billiards / Pool","5.6","7","6.1","5.6","4.7","5.8"
"1974","2016","Scottish Borders","Snooker / Billiards / Pool","*","*","8.4","2.7","*","6"
"1975","2016","Shetland Islands","Snooker / Billiards / Pool","-","*","13.9","9.4","-","11"
"1976","2016","South Ayrshire","Snooker / Billiards / Pool","*","7","6.8","*","*","5.9"
"1977","2016","South Lanarkshire","Snooker / Billiards / Pool","8.3","9.8","9","8.9","*","8.7"
"1978","2016","Stirling","Snooker / Billiards / Pool","*","*","*","5.3","2.3","4.8"
"1979","2016","West Dunbartonshire","Snooker / Billiards / Pool","5","2.8","*","*","*","4.3"
"1980","2016","West Lothian","Snooker / Billiards / Pool","*","5.8","6.5","*","*","5.8"
"1981","2016","Aberdeen City","Bowls","*","1","*","*","4.3","2.5"
"1982","2016","Aberdeenshire","Bowls","*","*","6.6","2.5","3.2","3.8"
"1983","2016","Angus","Bowls","*","*","1.6","-","*","1"
"1984","2016","Argyll & Bute","Bowls","*","*","6.8","6.7","*","4.9"
"1985","2016","Clackmannanshire","Bowls","2.6","1.5","*","*","*","2.5"
"1986","2016","Dumfries & Galloway","Bowls","*","1.8","4.1","*","*","2.1"
"1987","2016","Dundee City","Bowls","1.2","*","*","*","*","1.5"
"1988","2016","East Ayrshire","Bowls","-","8.3","*","*","*","3.7"
"1989","2016","East Dunbartonshire","Bowls","*","-","*","*","3.9","2.9"
"1990","2016","East Lothian","Bowls","*","1.1","4.8","-","*","2.3"
"1991","2016","East Renfrewshire","Bowls","*","*","*","*","1","0.9"
"1992","2016","Edinburgh, City of","Bowls","0.8","1.2","6.2","4.4","0.9","2.2"
"1993","2016","Falkirk","Bowls","*","-","-","1.6","*","0.4"
"1994","2016","Fife","Bowls","-","0.9","0.5","-","0.8","0.5"
"1995","2016","Glasgow City","Bowls","1.9","3","1.6","5.2","-","2.1"
"1996","2016","Highland","Bowls","*","1.9","1.5","1.3","*","1.6"
"1997","2016","Inverclyde","Bowls","4.2","*","*","*","*","3.9"
"1998","2016","Midlothian","Bowls","*","1.7","*","3.3","*","3.1"
"1999","2016","Moray","Bowls","*","*","4.1","2.2","*","5.2"
"2000","2016","Na h-Eileanan Siar","Bowls","-","-","-","-","-","-"
"2001","2016","North Ayrshire","Bowls","1.8","4.5","*","*","*","2.1"
"2002","2016","North Lanarkshire","Bowls","0.9","1.5","1.2","*","*","1.2"
"2003","2016","Orkney Islands","Bowls","-","*","0.7","0.6","*","1.6"
"2004","2016","Perth & Kinross","Bowls","*","*","*","3.4","5.7","3.8"
"2005","2016","Renfrewshire","Bowls","4.3","4.6","*","*","*","3"
"2006","2016","Scotland","Bowls","1.9","2.9","2.6","2.4","1.8","2.3"
"2007","2016","Scottish Borders","Bowls","*","*","1","-","*","0.6"
"2008","2016","Shetland Islands","Bowls","-","*","-","1.6","-","1.1"
"2009","2016","South Ayrshire","Bowls","*","-","3","*","*","1.4"
"2010","2016","South Lanarkshire","Bowls","6.1","9","-","1.2","*","4.8"
"2011","2016","Stirling","Bowls","*","*","*","2","1.4","1"
"2012","2016","West Dunbartonshire","Bowls","0.4","3.2","*","*","*","2.4"
"2013","2016","West Lothian","Bowls","*","6.6","3.7","*","*","3.6"
"2014","2016","Aberdeen City","Other","*","4.6","*","*","9","6.7"
"2015","2016","Aberdeenshire","Other","*","*","5.2","10","9.6","8.5"
"2016","2016","Angus","Other","*","*","11.5","9.1","*","11.5"
"2017","2016","Argyll & Bute","Other","*","*","12.6","19.4","*","11.5"
"2018","2016","Clackmannanshire","Other","1.7","4.8","*","*","*","4.1"
"2019","2016","Dumfries & Galloway","Other","*","5.5","11.9","*","*","7.1"
"2020","2016","Dundee City","Other","6.2","*","*","*","*","7.8"
"2021","2016","East Ayrshire","Other","2.6","2.9","*","*","*","5.8"
"2022","2016","East Dunbartonshire","Other","*","7.8","*","*","9.1","7"
"2023","2016","East Lothian","Other","*","2.9","5.4","12.3","*","9.4"
"2024","2016","East Renfrewshire","Other","*","*","*","*","10.9","10.5"
"2025","2016","Edinburgh, City of","Other","2.5","7.3","19.7","16.9","14.8","13.1"
"2026","2016","Falkirk","Other","*","4","6.4","11.2","*","8"
"2027","2016","Fife","Other","1.6","6.2","9.5","11.7","2.9","6.2"
"2028","2016","Glasgow City","Other","5.9","6.4","12.1","5","20.7","8.7"
"2029","2016","Highland","Other","*","3","9.5","24.7","*","12.4"
"2030","2016","Inverclyde","Other","7.3","*","*","*","*","9.7"
"2031","2016","Midlothian","Other","*","6","*","7.4","*","8.5"
"2032","2016","Moray","Other","*","*","7.1","10.9","*","10.1"
"2033","2016","Na h-Eileanan Siar","Other","-","*","8","*","-","7"
"2034","2016","North Ayrshire","Other","5.5","1.5","*","*","*","6.5"
"2035","2016","North Lanarkshire","Other","2.3","6.8","0.6","*","*","5.3"
"2036","2016","Orkney Islands","Other","-","*","4.6","16.8","*","12.5"
"2037","2016","Perth & Kinross","Other","*","*","*","14.6","14.3","14.6"
"2038","2016","Renfrewshire","Other","3.6","2.4","*","*","*","9.3"
"2039","2016","Scotland","Other","4.2","5.7","10.8","11.8","11.4","8.7"
"2040","2016","Scottish Borders","Other","*","*","13.4","8.5","*","10.5"
"2041","2016","Shetland Islands","Other","-","*","17.6","18.3","-","17.5"
"2042","2016","South Ayrshire","Other","*","10.7","10.3","*","*","9.2"
"2043","2016","South Lanarkshire","Other","4.5","5.7","8.9","9.5","*","6.9"
"2044","2016","Stirling","Other","*","*","*","5.4","13.9","10.7"
"2045","2016","West Dunbartonshire","Other","4.6","5","*","*","*","7.5"
"2046","2016","West Lothian","Other","*","1.7","13.9","*","*","4.1"
"2047","2016","Aberdeen City","None","*","15.4","*","*","11.5","14.7"
"2048","2016","Aberdeenshire","None","*","*","18.6","18.6","10.7","16.7"
"2049","2016","Angus","None","*","*","24.5","15.9","*","19.2"
"2050","2016","Argyll & Bute","None","*","*","15.6","17.1","*","16.8"
"2051","2016","Clackmannanshire","None","27.4","17.2","*","*","*","19.1"
"2052","2016","Dumfries & Galloway","None","*","20.2","15.8","*","*","18.8"
"2053","2016","Dundee City","None","32.2","*","*","*","*","22.2"
"2054","2016","East Ayrshire","None","31.6","37.7","*","*","*","27.3"
"2055","2016","East Dunbartonshire","None","*","18.4","*","*","11.5","18.9"
"2056","2016","East Lothian","None","*","23.9","26","12.2","*","20.6"
"2057","2016","East Renfrewshire","None","*","*","*","*","20.2","22.1"
"2058","2016","Edinburgh, City of","None","30.2","20.7","12.6","13","7.6","14.1"
"2059","2016","Falkirk","None","*","34","31.3","12.1","*","25.5"
"2060","2016","Fife","None","28.7","27.9","19.2","9.6","16.3","21.1"
"2061","2016","Glasgow City","None","33.9","27.4","23.4","21","9.4","26.8"
"2062","2016","Highland","None","*","22.1","25.3","11.8","*","18.6"
"2063","2016","Inverclyde","None","38.7","*","*","*","*","25.1"
"2064","2016","Midlothian","None","*","31.9","*","12.3","*","21.3"
"2065","2016","Moray","None","*","*","21.5","20.4","*","21.3"
"2066","2016","Na h-Eileanan Siar","None","-","*","25.2","*","-","24.4"
"2067","2016","North Ayrshire","None","30.2","39.7","*","*","*","28.6"
"2068","2016","North Lanarkshire","None","33.6","32.4","27.3","*","*","28.7"
"2069","2016","Orkney Islands","None","-","*","28.8","22.6","*","24.6"
"2070","2016","Perth & Kinross","None","*","*","*","10.8","12.1","14.4"
"2071","2016","Renfrewshire","None","32.4","14.5","*","*","*","22.4"
"2072","2016","Scotland","None","30.6","24.9","20.6","16.7","12.8","21.2"
"2073","2016","Scottish Borders","None","*","*","11.7","12.4","*","15.1"
"2074","2016","Shetland Islands","None","-","*","28.3","19.8","-","22.6"
"2075","2016","South Ayrshire","None","*","22.3","21.8","*","*","20.8"
"2076","2016","South Lanarkshire","None","28.3","25.4","15.5","19.4","*","22.4"
"2077","2016","Stirling","None","*","*","*","17","16.9","19.2"
"2078","2016","West Dunbartonshire","None","40.6","30.9","*","*","*","30.7"
"2079","2016","West Lothian","None","*","20.8","23.8","*","*","20.1"
"2080","2016","Aberdeen City","Base","20","70","50","50","110","290"
"2081","2016","Aberdeenshire","Base","10","30","60","110","110","320"
"2082","2016","Angus","Base","20","50","70","60","40","230"
"2083","2016","Argyll & Bute","Base","20","40","90","70","20","240"
"2084","2016","Clackmannanshire","Base","60","80","50","30","20","240"
"2085","2016","Dumfries & Galloway","Base","20","60","100","40","20","250"
"2086","2016","Dundee City","Base","100","40","30","30","30","230"
"2087","2016","East Ayrshire","Base","80","50","30","30","20","210"
"2088","2016","East Dunbartonshire","Base","20","50","10","50","120","260"
"2089","2016","East Lothian","Base","10","80","70","70","50","290"
"2090","2016","East Renfrewshire","Base","20","20","30","40","130","230"
"2091","2016","Edinburgh, City of","Base","100","110","100","110","300","720"
"2092","2016","Falkirk","Base","50","70","60","50","40","250"
"2093","2016","Fife","Base","100","110","110","70","90","480"
"2094","2016","Glasgow City","Base","410","110","110","80","90","800"
"2095","2016","Highland","Base","20","70","80","90","20","280"
"2096","2016","Inverclyde","Base","110","30","30","40","30","240"
"2097","2016","Midlothian","Base","20","100","40","60","40","260"
"2098","2016","Moray","Base","0","40","70","90","40","240"
"2099","2016","Na h-Eileanan Siar","Base","-","50","190","20","-","260"
"2100","2016","North Ayrshire","Base","110","50","30","30","30","260"
"2101","2016","North Lanarkshire","Base","150","130","80","50","30","440"
"2102","2016","Orkney Islands","Base","-","40","70","110","20","230"
"2103","2016","Perth & Kinross","Base","10","20","40","90","50","220"
"2104","2016","Renfrewshire","Base","100","60","40","30","50","270"
"2105","2016","Scotland","Base","1880","1990","2070","1970","1730","9640"
"2106","2016","Scottish Borders","Base","20","30","90","80","10","230"
"2107","2016","Shetland Islands","Base","-","10","80","170","-","260"
"2108","2016","South Ayrshire","Base","50","70","60","30","40","250"
"2109","2016","South Lanarkshire","Base","90","120","80","70","50","400"
"2110","2016","Stirling","Base","30","50","40","70","70","260"
"2111","2016","West Dunbartonshire","Base","120","80","40","40","10","290"
"2112","2016","West Lothian","Base","40","70","60","30","40","240"
"2113","2017","Aberdeen City","Any sport incl. walking","*","75.8","80","87.8","88","83.7"
"2114","2017","Aberdeenshire","Any sport incl. walking","*","*","74.7","83.9","89.7","82"
"2115","2017","Angus","Any sport incl. walking","*","*","74","84.5","*","79.6"
"2116","2017","Argyll & Bute","Any sport incl. walking","*","*","82","88.7","*","83.3"
"2117","2017","Clackmannanshire","Any sport incl. walking","76.1","82.1","84","*","*","83.8"
"2118","2017","Dumfries & Galloway","Any sport incl. walking","*","79.1","79.2","*","*","80.3"
"2119","2017","Dundee City","Any sport incl. walking","70.3","*","*","*","*","81.1"
"2120","2017","East Ayrshire","Any sport incl. walking","77.7","71.2","*","*","*","78.7"
"2121","2017","East Dunbartonshire","Any sport incl. walking","*","*","*","*","82.4","79.5"
"2122","2017","East Lothian","Any sport incl. walking","*","77.7","88.8","82.8","*","82.8"
"2123","2017","East Renfrewshire","Any sport incl. walking","*","*","*","*","92.3","84.9"
"2124","2017","Edinburgh, City of","Any sport incl. walking","79.5","79","83.3","90.5","91.1","86.7"
"2125","2017","Falkirk","Any sport incl. walking","*","75.5","82","91.8","*","82.4"
"2126","2017","Fife","Any sport incl. walking","70.7","80.6","73.1","92.4","95.7","82.2"
"2127","2017","Glasgow City","Any sport incl. walking","67.6","80.7","87.6","88.8","92.2","78.2"
"2128","2017","Highland","Any sport incl. walking","*","83.1","84.3","86.8","*","86.4"
"2129","2017","Inverclyde","Any sport incl. walking","72.7","*","*","*","*","77.2"
"2130","2017","Midlothian","Any sport incl. walking","*","76.2","83.6","*","*","83.9"
"2131","2017","Moray","Any sport incl. walking","*","*","84.6","87","*","83.9"
"2132","2017","Na h-Eileanan Siar","Any sport incl. walking","-","79","71.7","*","-","72.3"
"2133","2017","North Ayrshire","Any sport incl. walking","68.6","*","*","*","*","76.1"
"2134","2017","North Lanarkshire","Any sport incl. walking","73","74.1","77.5","88.2","*","76.8"
"2135","2017","Orkney Islands","Any sport incl. walking","-","*","77.8","87","*","84.3"
"2136","2017","Perth & Kinross","Any sport incl. walking","*","*","87.5","86.3","*","86.3"
"2137","2017","Renfrewshire","Any sport incl. walking","66.6","*","*","*","*","79.5"
"2138","2017","Scotland","Any sport incl. walking","71.5","77.2","80.7","86.4","89.7","81.3"
"2139","2017","Scottish Borders","Any sport incl. walking","*","*","87.5","70.8","*","79.8"
"2140","2017","Shetland Islands","Any sport incl. walking","-","*","82.2","84.2","-","83.9"
"2141","2017","South Ayrshire","Any sport incl. walking","*","76.3","69.5","*","83.3","77.3"
"2142","2017","South Lanarkshire","Any sport incl. walking","63.2","73.7","72.6","76.7","86.8","74.3"
"2143","2017","Stirling","Any sport incl. walking","*","*","*","87.3","90","86.5"
"2144","2017","West Dunbartonshire","Any sport incl. walking","83.4","77","*","*","*","82.1"
"2145","2017","West Lothian","Any sport incl. walking","78.1","81.5","80.6","*","*","84.5"
"2146","2017","Aberdeen City","Any sport excl. walking","*","46.7","42.5","57.6","66.5","55.2"
"2147","2017","Aberdeenshire","Any sport excl. walking","*","*","47.7","57.8","60.4","55.3"
"2148","2017","Angus","Any sport excl. walking","*","*","44.8","52.5","*","51.1"
"2149","2017","Argyll & Bute","Any sport excl. walking","*","*","47.9","54.7","*","51.2"
"2150","2017","Clackmannanshire","Any sport excl. walking","37.8","38.7","47.2","*","*","48.1"
"2151","2017","Dumfries & Galloway","Any sport excl. walking","*","31.9","44","*","*","42.5"
"2152","2017","Dundee City","Any sport excl. walking","32.5","*","*","*","*","47.9"
"2153","2017","East Ayrshire","Any sport excl. walking","45.4","32.2","*","*","*","43.2"
"2154","2017","East Dunbartonshire","Any sport excl. walking","*","*","*","*","62.3","54.4"
"2155","2017","East Lothian","Any sport excl. walking","*","49.7","64.4","59.6","*","58.6"
"2156","2017","East Renfrewshire","Any sport excl. walking","*","*","*","*","63.1","57.4"
"2157","2017","Edinburgh, City of","Any sport excl. walking","44.2","53","64.4","65.6","73","63.9"
"2158","2017","Falkirk","Any sport excl. walking","*","37","62.4","52.5","*","50.5"
"2159","2017","Fife","Any sport excl. walking","44","56.5","40.4","72.2","66.7","55.3"
"2160","2017","Glasgow City","Any sport excl. walking","37.5","52","64.7","62.5","81.4","52.2"
"2161","2017","Highland","Any sport excl. walking","*","46","56.8","64","*","62"
"2162","2017","Inverclyde","Any sport excl. walking","47.7","*","*","*","*","50.9"
"2163","2017","Midlothian","Any sport excl. walking","*","47.2","57.5","*","*","54.3"
"2164","2017","Moray","Any sport excl. walking","*","*","50.1","52.9","*","49.9"
"2165","2017","Na h-Eileanan Siar","Any sport excl. walking","-","34.6","37.7","*","-","35.1"
"2166","2017","North Ayrshire","Any sport excl. walking","41.7","*","*","*","*","52.9"
"2167","2017","North Lanarkshire","Any sport excl. walking","44.9","42.9","55.7","72","*","49.9"
"2168","2017","Orkney Islands","Any sport excl. walking","-","*","40.2","41.9","*","40.9"
"2169","2017","Perth & Kinross","Any sport excl. walking","*","*","49.7","56.4","*","50.9"
"2170","2017","Renfrewshire","Any sport excl. walking","36","*","*","*","*","49.7"
"2171","2017","Scotland","Any sport excl. walking","41.9","47.6","52.8","59.2","64.9","53.5"
"2172","2017","Scottish Borders","Any sport excl. walking","*","*","50.2","51.5","*","45.6"
"2173","2017","Shetland Islands","Any sport excl. walking","-","*","50.8","53.5","-","52"
"2174","2017","South Ayrshire","Any sport excl. walking","*","45.7","34","*","61.8","50.1"
"2175","2017","South Lanarkshire","Any sport excl. walking","41.4","50.3","51.6","57.5","54.6","51.2"
"2176","2017","Stirling","Any sport excl. walking","*","*","*","62.1","63.8","60.7"
"2177","2017","West Dunbartonshire","Any sport excl. walking","52.9","67.7","*","*","*","58.8"
"2178","2017","West Lothian","Any sport excl. walking","32.3","56.2","55.6","*","*","55.4"
"2179","2017","Aberdeen City","Walking (at least 30 min)","*","62.8","75.5","65.6","73","69.8"
"2180","2017","Aberdeenshire","Walking (at least 30 min)","*","*","65.7","73","73.7","70.8"
"2181","2017","Angus","Walking (at least 30 min)","*","*","54.3","82.1","*","69.8"
"2182","2017","Argyll & Bute","Walking (at least 30 min)","*","*","73.9","77.9","*","74.2"
"2183","2017","Clackmannanshire","Walking (at least 30 min)","69.2","72.8","72.4","*","*","76.8"
"2184","2017","Dumfries & Galloway","Walking (at least 30 min)","*","70.6","73.9","*","*","73.4"
"2185","2017","Dundee City","Walking (at least 30 min)","63.5","*","*","*","*","71.1"
"2186","2017","East Ayrshire","Walking (at least 30 min)","59.8","60.5","*","*","*","68.5"
"2187","2017","East Dunbartonshire","Walking (at least 30 min)","*","*","*","*","65.5","64.8"
"2188","2017","East Lothian","Walking (at least 30 min)","*","63.4","76.2","69.2","*","69.5"
"2189","2017","East Renfrewshire","Walking (at least 30 min)","*","*","*","*","70.6","65.7"
"2190","2017","Edinburgh, City of","Walking (at least 30 min)","71.5","73.8","73.6","79.8","84","78.8"
"2191","2017","Falkirk","Walking (at least 30 min)","*","56.8","53.8","79.7","*","65.2"
"2192","2017","Fife","Walking (at least 30 min)","64.1","73.5","63.5","84.2","90.1","74.8"
"2193","2017","Glasgow City","Walking (at least 30 min)","54.5","65","71.9","79.8","76.8","64.5"
"2194","2017","Highland","Walking (at least 30 min)","*","71.5","76.3","80.7","*","78"
"2195","2017","Inverclyde","Walking (at least 30 min)","57.4","*","*","*","*","66.1"
"2196","2017","Midlothian","Walking (at least 30 min)","*","66","66.1","*","*","72.4"
"2197","2017","Moray","Walking (at least 30 min)","*","*","80.4","81.3","*","77.1"
"2198","2017","Na h-Eileanan Siar","Walking (at least 30 min)","-","77.6","64.7","*","-","66.8"
"2199","2017","North Ayrshire","Walking (at least 30 min)","60.5","*","*","*","*","60"
"2200","2017","North Lanarkshire","Walking (at least 30 min)","61.3","59.6","63.3","77.4","*","64"
"2201","2017","Orkney Islands","Walking (at least 30 min)","-","*","72.1","78.7","*","77.4"
"2202","2017","Perth & Kinross","Walking (at least 30 min)","*","*","82.7","73.7","*","79.1"
"2203","2017","Renfrewshire","Walking (at least 30 min)","55.6","*","*","*","*","67.6"
"2204","2017","Scotland","Walking (at least 30 min)","59.7","65.2","69.5","75.4","79","69.9"
"2205","2017","Scottish Borders","Walking (at least 30 min)","*","*","79.2","54.7","*","69.5"
"2206","2017","Shetland Islands","Walking (at least 30 min)","-","*","72","76.5","-","75.7"
"2207","2017","South Ayrshire","Walking (at least 30 min)","*","65.4","59.6","*","75","63.3"
"2208","2017","South Lanarkshire","Walking (at least 30 min)","45.8","61.3","58.8","54.1","70.7","58.3"
"2209","2017","Stirling","Walking (at least 30 min)","*","*","*","82.2","83.7","77.3"
"2210","2017","West Dunbartonshire","Walking (at least 30 min)","76.4","52.1","*","*","*","68.2"
"2211","2017","West Lothian","Walking (at least 30 min)","70.3","68","68","*","*","73.4"
"2212","2017","Aberdeen City","Swimming","*","5","24.9","15.3","17.6","14.6"
"2213","2017","Aberdeenshire","Swimming","*","*","9.3","14.9","14.7","14"
"2214","2017","Angus","Swimming","*","*","10.5","20.7","*","17.7"
"2215","2017","Argyll & Bute","Swimming","*","*","16.8","16.6","*","15.1"
"2216","2017","Clackmannanshire","Swimming","12.3","13.3","17.5","*","*","16.5"
"2217","2017","Dumfries & Galloway","Swimming","*","11.3","17.4","*","*","15.9"
"2218","2017","Dundee City","Swimming","7.8","*","*","*","*","11.7"
"2219","2017","East Ayrshire","Swimming","12.4","4.7","*","*","*","11.8"
"2220","2017","East Dunbartonshire","Swimming","*","*","*","*","13.8","15.5"
"2221","2017","East Lothian","Swimming","*","19.7","24.7","11","*","20.2"
"2222","2017","East Renfrewshire","Swimming","*","*","*","*","18.9","19.4"
"2223","2017","Edinburgh, City of","Swimming","20.8","15.4","25.8","24.4","25.7","23.4"
"2224","2017","Falkirk","Swimming","*","23.1","28.9","16.4","*","22.2"
"2225","2017","Fife","Swimming","15.1","12.5","15.1","26","17.6","16.8"
"2226","2017","Glasgow City","Swimming","17","17.3","23.1","18.4","30.4","19.7"
"2227","2017","Highland","Swimming","*","9.5","21.1","29.9","*","24.9"
"2228","2017","Inverclyde","Swimming","11.6","*","*","*","*","10.8"
"2229","2017","Midlothian","Swimming","*","17.5","31.2","*","*","24.8"
"2230","2017","Moray","Swimming","*","*","10.3","12.6","*","11.3"
"2231","2017","Na h-Eileanan Siar","Swimming","-","11.4","14.6","*","-","13.1"
"2232","2017","North Ayrshire","Swimming","12.5","*","*","*","*","15.6"
"2233","2017","North Lanarkshire","Swimming","22.5","12.7","18.8","18.9","*","18.1"
"2234","2017","Orkney Islands","Swimming","-","*","11.8","16.1","*","13.8"
"2235","2017","Perth & Kinross","Swimming","*","*","9.4","17.3","*","15.7"
"2236","2017","Renfrewshire","Swimming","19.9","*","*","*","*","16.6"
"2237","2017","Scotland","Swimming","16","15.1","17.9","18.7","21.7","17.9"
"2238","2017","Scottish Borders","Swimming","*","*","13.6","13.6","*","14.2"
"2239","2017","Shetland Islands","Swimming","-","*","18.3","19.5","-","18.7"
"2240","2017","South Ayrshire","Swimming","*","17.2","12.9","*","28.3","18.1"
"2241","2017","South Lanarkshire","Swimming","10.1","16.9","12","11.9","13.8","13.4"
"2242","2017","Stirling","Swimming","*","*","*","24.8","26.5","20.2"
"2243","2017","West Dunbartonshire","Swimming","18.1","31.1","*","*","*","23.4"
"2244","2017","West Lothian","Swimming","4.8","26.4","18.7","*","*","23.9"
"2245","2017","Aberdeen City","Keep fit","*","7.3","15.5","6.7","17.6","12.9"
"2246","2017","Aberdeenshire","Keep fit","*","*","3.7","12.7","13.4","10.5"
"2247","2017","Angus","Keep fit","*","*","15.1","13.3","*","14.3"
"2248","2017","Argyll & Bute","Keep fit","*","*","14.3","4.3","*","10"
"2249","2017","Clackmannanshire","Keep fit","9.3","7.7","16.3","*","*","17"
"2250","2017","Dumfries & Galloway","Keep fit","*","2.9","7.9","*","*","9.3"
"2251","2017","Dundee City","Keep fit","10.3","*","*","*","*","15.3"
"2252","2017","East Ayrshire","Keep fit","10.8","4.7","*","*","*","13"
"2253","2017","East Dunbartonshire","Keep fit","*","*","*","*","22.5","15.9"
"2254","2017","East Lothian","Keep fit","*","20","11.1","12.3","*","15.9"
"2255","2017","East Renfrewshire","Keep fit","*","*","*","*","16","13.7"
"2256","2017","Edinburgh, City of","Keep fit","8.8","18.8","16.2","18.8","24.5","19.5"
"2257","2017","Falkirk","Keep fit","*","1.3","14.9","14.5","*","11.8"
"2258","2017","Fife","Keep fit","5.9","14.1","10.3","29.2","21.2","15.5"
"2259","2017","Glasgow City","Keep fit","6.5","16.2","21.1","19","30.3","14.6"
"2260","2017","Highland","Keep fit","*","3.6","12.6","16","*","14.3"
"2261","2017","Inverclyde","Keep fit","18.2","*","*","*","*","20.5"
"2262","2017","Midlothian","Keep fit","*","20.3","20.9","*","*","18.8"
"2263","2017","Moray","Keep fit","*","*","12","15","*","13.6"
"2264","2017","Na h-Eileanan Siar","Keep fit","-","6.9","10.6","*","-","9.3"
"2265","2017","North Ayrshire","Keep fit","7.2","*","*","*","*","11.6"
"2266","2017","North Lanarkshire","Keep fit","14.4","17.2","17.3","34.2","*","18.9"
"2267","2017","Orkney Islands","Keep fit","-","*","8.1","7.9","*","9.9"
"2268","2017","Perth & Kinross","Keep fit","*","*","14.8","6.7","*","11.8"
"2269","2017","Renfrewshire","Keep fit","14","*","*","*","*","17.1"
"2270","2017","Scotland","Keep fit","9.4","11.8","14.1","16.5","21.5","14.8"
"2271","2017","Scottish Borders","Keep fit","*","*","13.7","17.9","*","12.3"
"2272","2017","Shetland Islands","Keep fit","-","*","18.8","12.2","-","14"
"2273","2017","South Ayrshire","Keep fit","*","15.7","8.1","*","19.7","14.5"
"2274","2017","South Lanarkshire","Keep fit","6.3","8.1","18","13.9","12.4","11.5"
"2275","2017","Stirling","Keep fit","*","*","*","14.9","23.3","18.7"
"2276","2017","West Dunbartonshire","Keep fit","11.2","13.2","*","*","*","13.8"
"2277","2017","West Lothian","Keep fit","5.6","14.5","10.6","*","*","16.7"
"2278","2017","Aberdeen City","MultiGym / Weight training","*","12.7","21.3","18.2","29.8","21.7"
"2279","2017","Aberdeenshire","MultiGym / Weight training","*","*","7.4","13","17.3","12.9"
"2280","2017","Angus","MultiGym / Weight training","*","*","6.3","19","*","15.1"
"2281","2017","Argyll & Bute","MultiGym / Weight training","*","*","7.2","22.7","*","12.2"
"2282","2017","Clackmannanshire","MultiGym / Weight training","2.2","10.3","15.2","*","*","11"
"2283","2017","Dumfries & Galloway","MultiGym / Weight training","*","10.2","5.8","*","*","9.5"
"2284","2017","Dundee City","MultiGym / Weight training","8.4","*","*","*","*","9.6"
"2285","2017","East Ayrshire","MultiGym / Weight training","7.2","4.3","*","*","*","7.4"
"2286","2017","East Dunbartonshire","MultiGym / Weight training","*","*","*","*","21.7","19.2"
"2287","2017","East Lothian","MultiGym / Weight training","*","7.7","18","16.4","*","15.8"
"2288","2017","East Renfrewshire","MultiGym / Weight training","*","*","*","*","20.1","17.8"
"2289","2017","Edinburgh, City of","MultiGym / Weight training","15.4","26","20.2","24.4","25.7","23.4"
"2290","2017","Falkirk","MultiGym / Weight training","*","5.2","12.9","22.2","*","12.2"
"2291","2017","Fife","MultiGym / Weight training","6.6","16.1","11","11.4","10.8","11.2"
"2292","2017","Glasgow City","MultiGym / Weight training","11","16.2","28.7","19.1","33.4","18.2"
"2293","2017","Highland","MultiGym / Weight training","*","15.3","8.1","16.3","*","13.4"
"2294","2017","Inverclyde","MultiGym / Weight training","10.6","*","*","*","*","13.3"
"2295","2017","Midlothian","MultiGym / Weight training","*","10","7.9","*","*","9.6"
"2296","2017","Moray","MultiGym / Weight training","*","*","17.3","13.3","*","11.3"
"2297","2017","Na h-Eileanan Siar","MultiGym / Weight training","-","13.7","5.1","*","-","6.6"
"2298","2017","North Ayrshire","MultiGym / Weight training","2.7","*","*","*","*","10.7"
"2299","2017","North Lanarkshire","MultiGym / Weight training","9.6","14.9","14.4","34.1","*","15.3"
"2300","2017","Orkney Islands","MultiGym / Weight training","-","*","9.9","8.4","*","8.5"
"2301","2017","Perth & Kinross","MultiGym / Weight training","*","*","7","8.9","*","7.6"
"2302","2017","Renfrewshire","MultiGym / Weight training","7.5","*","*","*","*","9.9"
"2303","2017","Scotland","MultiGym / Weight training","8.8","13","13.7","16.6","20.2","14.5"
"2304","2017","Scottish Borders","MultiGym / Weight training","*","*","14.5","9.3","*","10.2"
"2305","2017","Shetland Islands","MultiGym / Weight training","-","*","6.8","11.6","-","10.1"
"2306","2017","South Ayrshire","MultiGym / Weight training","*","3.5","5.5","*","14.9","7.2"
"2307","2017","South Lanarkshire","MultiGym / Weight training","5.8","11.3","12.7","18.1","28.9","14.6"
"2308","2017","Stirling","MultiGym / Weight training","*","*","*","10.8","20.8","18.2"
"2309","2017","West Dunbartonshire","MultiGym / Weight training","14.2","12.9","*","*","*","13.6"
"2310","2017","West Lothian","MultiGym / Weight training","2.9","20.4","14.5","*","*","14.9"
"2311","2017","Aberdeen City","Running / Jogging","*","15.6","18.3","14.1","22.1","17.7"
"2312","2017","Aberdeenshire","Running / Jogging","*","*","15.5","18.1","10.1","14.9"
"2313","2017","Angus","Running / Jogging","*","*","8.5","12.5","*","9.9"
"2314","2017","Argyll & Bute","Running / Jogging","*","*","7.2","10.4","*","10.4"
"2315","2017","Clackmannanshire","Running / Jogging","-","10.6","5.3","*","*","12.6"
