"","Year","Council","","1 - 20% most deprived","2","3","4","5 - 20% least deprived","All"
"3303","2019","Angus","Keep fit","*","7","11.5","20.6","*","11.6"
"3304","2019","Argyll & Bute","Keep fit","*","*","9.5","11.2","*","13"
"3305","2019","Clackmannanshire","Keep fit","3","11.9","*","*","*","10.4"
"3306","2019","Dumfries & Galloway","Keep fit","*","-","12.2","16.4","*","9.4"
"3307","2019","Dundee City","Keep fit","9.8","11.8","*","*","*","8.8"
"3308","2019","East Ayrshire","Keep fit","2.8","13.1","*","*","*","12.7"
"3309","2019","East Dunbartonshire","Keep fit","*","17.8","*","21.1","26.9","22.2"
"3310","2019","East Lothian","Keep fit","*","15.6","13.8","17.6","*","16.6"
"3311","2019","East Renfrewshire","Keep fit","*","*","*","*","22.9","20.1"
"3312","2019","Edinburgh, City of","Keep fit","12.8","13.2","22.1","16.8","21.2","18.6"
"3313","2019","Falkirk","Keep fit","*","3.4","17.5","*","*","9.2"
"3314","2019","Fife","Keep fit","4.1","18.2","13.1","10.5","18.9","13"
"3315","2019","Glasgow City","Keep fit","10.1","16.2","27","17.5","14.3","14.7"
"3316","2019","Highland","Keep fit","*","8.9","14.4","8.8","*","10.6"
"3317","2019","Inverclyde","Keep fit","7.9","*","*","*","*","11.2"
"3318","2019","Midlothian","Keep fit","*","9.6","15.7","18.9","*","12.9"
"3319","2019","Moray","Keep fit","*","*","11","15","*","9.8"
"3320","2019","Na h-Eileanan Siar","Keep fit","-","*","11","-","-","11.3"
"3321","2019","North Ayrshire","Keep fit","9.4","*","*","*","*","11.4"
"3322","2019","North Lanarkshire","Keep fit","13.9","11.2","14.2","20.7","*","13.9"
"3323","2019","Orkney Islands","Keep fit","-","*","9.3","12.1","*","12.2"
"3324","2019","Perth & Kinross","Keep fit","*","*","*","20.1","28.6","20.3"
"3325","2019","Renfrewshire","Keep fit","10.7","*","*","*","19.3","18.8"
"3326","2019","Scotland","Keep fit","9","12.2","13.4","15.6","16.9","13.5"
"3327","2019","Scottish Borders","Keep fit","*","*","5","18.2","*","9.2"
"3328","2019","Shetland Islands","Keep fit","-","*","4.6","22.9","-","16.6"
"3329","2019","South Ayrshire","Keep fit","*","10.7","11.5","*","*","12.9"
"3330","2019","South Lanarkshire","Keep fit","7.7","12","15.2","18","11.6","12.8"
"3331","2019","Stirling","Keep fit","*","*","*","15.1","20","15.5"
"3332","2019","West Dunbartonshire","Keep fit","9.9","13.3","*","*","*","9.1"
"3333","2019","West Lothian","Keep fit","*","3.6","*","*","*","10.9"
"3334","2019","Aberdeen City","MultiGym / Weight training","*","10.7","16.2","18.9","25.8","18.5"
"3335","2019","Aberdeenshire","MultiGym / Weight training","*","*","2.2","12.4","23.9","13.1"
"3336","2019","Angus","MultiGym / Weight training","*","12.2","15.7","31.1","*","17.3"
"3337","2019","Argyll & Bute","MultiGym / Weight training","*","*","13.1","11.9","*","12.8"
"3338","2019","Clackmannanshire","MultiGym / Weight training","6.8","10.7","*","*","*","12.4"
"3339","2019","Dumfries & Galloway","MultiGym / Weight training","*","7.8","10.1","10.9","*","9.6"
"3340","2019","Dundee City","MultiGym / Weight training","8.1","30.4","*","*","*","20.8"
"3341","2019","East Ayrshire","MultiGym / Weight training","1.9","13.7","*","*","*","10.6"
"3342","2019","East Dunbartonshire","MultiGym / Weight training","*","20.6","*","29.3","23.5","23.4"
"3343","2019","East Lothian","MultiGym / Weight training","*","15.8","21.3","12.8","*","17.2"
"3344","2019","East Renfrewshire","MultiGym / Weight training","*","*","*","*","26.6","23.7"
"3345","2019","Edinburgh, City of","MultiGym / Weight training","9.7","14.9","21.1","18.5","22.7","19.3"
"3346","2019","Falkirk","MultiGym / Weight training","*","17.1","17","*","*","15"
"3347","2019","Fife","MultiGym / Weight training","4.7","13.2","11.5","15.4","22","13.6"
"3348","2019","Glasgow City","MultiGym / Weight training","12.6","16.1","36.4","21.5","41.5","20.7"
"3349","2019","Highland","MultiGym / Weight training","*","13.1","10.4","11.4","*","10.7"
"3350","2019","Inverclyde","MultiGym / Weight training","18.4","*","*","*","*","17.3"
"3351","2019","Midlothian","MultiGym / Weight training","*","3.2","6.3","16","*","7.8"
"3352","2019","Moray","MultiGym / Weight training","*","*","12.2","7.3","*","11.8"
"3353","2019","Na h-Eileanan Siar","MultiGym / Weight training","-","*","11.2","-","-","11.3"
"3354","2019","North Ayrshire","MultiGym / Weight training","9.5","*","*","*","*","10.9"
"3355","2019","North Lanarkshire","MultiGym / Weight training","14.3","10.3","12.8","16.9","*","13"
"3356","2019","Orkney Islands","MultiGym / Weight training","-","*","25.6","16.1","*","19.9"
"3357","2019","Perth & Kinross","MultiGym / Weight training","*","*","*","19.4","36.8","21.8"
"3358","2019","Renfrewshire","MultiGym / Weight training","18.4","*","*","*","20","20.9"
"3359","2019","Scotland","MultiGym / Weight training","10.9","13.8","15.3","17.1","22.8","16"
"3360","2019","Scottish Borders","MultiGym / Weight training","*","*","15.9","9.2","*","13.9"
"3361","2019","Shetland Islands","MultiGym / Weight training","-","*","13.1","22","-","18.1"
"3362","2019","South Ayrshire","MultiGym / Weight training","*","18.3","9.2","*","*","12.1"
"3363","2019","South Lanarkshire","MultiGym / Weight training","6.9","11.1","10.7","16.8","22.4","13.3"
"3364","2019","Stirling","MultiGym / Weight training","*","*","*","4.9","16.1","10.9"
"3365","2019","West Dunbartonshire","MultiGym / Weight training","11.2","15.2","*","*","*","15.7"
"3366","2019","West Lothian","MultiGym / Weight training","*","13.1","*","*","*","18.1"
"3367","2019","Aberdeen City","Running / Jogging","*","12.2","15.4","19.4","10","12.9"
"3368","2019","Aberdeenshire","Running / Jogging","*","*","6.1","10","14","10.1"
"3369","2019","Angus","Running / Jogging","*","9.4","5.3","18.9","*","9.6"
"3370","2019","Argyll & Bute","Running / Jogging","*","*","6.6","14.6","*","10.7"
"3371","2019","Clackmannanshire","Running / Jogging","11.9","12.8","*","*","*","16.3"
"3372","2019","Dumfries & Galloway","Running / Jogging","*","2.7","11","11.5","*","10.6"
"3373","2019","Dundee City","Running / Jogging","1.7","17.2","*","*","*","12.3"
"3374","2019","East Ayrshire","Running / Jogging","6.9","4.4","*","*","*","11.3"
"3375","2019","East Dunbartonshire","Running / Jogging","*","18.2","*","16.4","16.1","16.8"
"3376","2019","East Lothian","Running / Jogging","*","19.6","16.9","16.7","*","18.7"
"3377","2019","East Renfrewshire","Running / Jogging","*","*","*","*","19","17.6"
"3378","2019","Edinburgh, City of","Running / Jogging","18.1","17.9","16","23.5","28.5","23.3"
"3379","2019","Falkirk","Running / Jogging","*","5.9","15.7","*","*","12.6"
"3380","2019","Fife","Running / Jogging","7.1","1.3","14.6","8","14","8.9"
"3381","2019","Glasgow City","Running / Jogging","10.1","11.1","20.5","23.2","37","16.3"
"3382","2019","Highland","Running / Jogging","*","7.4","8.6","15.4","*","9.9"
"3383","2019","Inverclyde","Running / Jogging","10","*","*","*","*","14.7"
"3384","2019","Midlothian","Running / Jogging","*","8.3","16.4","10.1","*","11.5"
"3385","2019","Moray","Running / Jogging","*","*","14.3","14.8","*","12.7"
"3386","2019","Na h-Eileanan Siar","Running / Jogging","-","*","7.8","-","-","8.2"
"3387","2019","North Ayrshire","Running / Jogging","5.8","*","*","*","*","8.2"
"3388","2019","North Lanarkshire","Running / Jogging","8.9","11.9","16.8","17.3","*","11.9"
"3389","2019","Orkney Islands","Running / Jogging","-","*","17.9","9.7","*","10.1"
"3390","2019","Perth & Kinross","Running / Jogging","*","*","*","16.5","18.1","12.7"
"3391","2019","Renfrewshire","Running / Jogging","5.3","*","*","*","15.1","15.9"
"3392","2019","Scotland","Running / Jogging","8.9","10.4","13.3","15.9","19.7","13.7"
"3393","2019","Scottish Borders","Running / Jogging","*","*","6.6","6.7","*","6.1"
"3394","2019","Shetland Islands","Running / Jogging","-","*","9.6","23.5","-","17.8"
"3395","2019","South Ayrshire","Running / Jogging","*","14.7","15.9","*","*","12.3"
"3396","2019","South Lanarkshire","Running / Jogging","7.7","9.7","11.1","19.4","20.7","13.4"
"3397","2019","Stirling","Running / Jogging","*","*","*","19.2","16.9","15"
"3398","2019","West Dunbartonshire","Running / Jogging","10.8","12.3","*","*","*","11.2"
"3399","2019","West Lothian","Running / Jogging","*","9.2","*","*","*","14.4"
"3400","2019","Aberdeen City","Cycling (at least 30 min)","*","6.1","10.4","11.5","8.2","8.7"
"3401","2019","Aberdeenshire","Cycling (at least 30 min)","*","*","3.8","6.1","17.3","8.5"
"3402","2019","Angus","Cycling (at least 30 min)","*","7.5","10.8","15.8","*","10.5"
"3403","2019","Argyll & Bute","Cycling (at least 30 min)","*","*","21.7","14.2","*","15.3"
"3404","2019","Clackmannanshire","Cycling (at least 30 min)","4.2","10.9","*","*","*","11.6"
"3405","2019","Dumfries & Galloway","Cycling (at least 30 min)","*","4.7","12.2","6.2","*","9.1"
"3406","2019","Dundee City","Cycling (at least 30 min)","8.3","13.5","*","*","*","9.6"
"3407","2019","East Ayrshire","Cycling (at least 30 min)","1.1","1.4","*","*","*","7.5"
"3408","2019","East Dunbartonshire","Cycling (at least 30 min)","*","7.5","*","12.5","22.6","16.5"
"3409","2019","East Lothian","Cycling (at least 30 min)","*","5.8","14.1","14.9","*","10.8"
"3410","2019","East Renfrewshire","Cycling (at least 30 min)","*","*","*","*","5.8","5.9"
"3411","2019","Edinburgh, City of","Cycling (at least 30 min)","15.9","9.8","19.5","12.3","25.3","19"
"3412","2019","Falkirk","Cycling (at least 30 min)","*","1.3","8.2","*","*","7.2"
"3413","2019","Fife","Cycling (at least 30 min)","4.4","11.6","8.1","11.8","12.3","9.7"
"3414","2019","Glasgow City","Cycling (at least 30 min)","8.5","11.2","13.2","10","18.6","10.9"
"3415","2019","Highland","Cycling (at least 30 min)","*","6.7","19.7","26.6","*","17.7"
"3416","2019","Inverclyde","Cycling (at least 30 min)","8.2","*","*","*","*","9.1"
"3417","2019","Midlothian","Cycling (at least 30 min)","*","6.8","9.7","19.2","*","11.5"
"3418","2019","Moray","Cycling (at least 30 min)","*","*","19","17.5","*","17.3"
"3419","2019","Na h-Eileanan Siar","Cycling (at least 30 min)","-","*","5.3","-","-","7.1"
"3420","2019","North Ayrshire","Cycling (at least 30 min)","6.1","*","*","*","*","9.4"
"3421","2019","North Lanarkshire","Cycling (at least 30 min)","1.2","5.1","7.8","10.5","*","5.1"
"3422","2019","Orkney Islands","Cycling (at least 30 min)","-","*","9.8","16.6","*","13.6"
"3423","2019","Perth & Kinross","Cycling (at least 30 min)","*","*","*","19.7","20.7","15.4"
"3424","2019","Renfrewshire","Cycling (at least 30 min)","8.3","*","*","*","18.1","11"
"3425","2019","Scotland","Cycling (at least 30 min)","6.4","7.3","11.5","13","16.3","10.9"
"3426","2019","Scottish Borders","Cycling (at least 30 min)","*","*","10.3","16.5","*","12.5"
"3427","2019","Shetland Islands","Cycling (at least 30 min)","-","*","5.9","10.9","-","9.1"
"3428","2019","South Ayrshire","Cycling (at least 30 min)","*","10.2","7.2","*","*","8.5"
"3429","2019","South Lanarkshire","Cycling (at least 30 min)","3.1","2.7","6.6","10.4","3.8","5.1"
"3430","2019","Stirling","Cycling (at least 30 min)","*","*","*","17","19.5","16.4"
"3431","2019","West Dunbartonshire","Cycling (at least 30 min)","8.7","10","*","*","*","10.4"
"3432","2019","West Lothian","Cycling (at least 30 min)","*","3","*","*","*","6.5"
"3433","2019","Aberdeen City","Dancing","*","3.7","4.4","6.8","10.5","6.4"
"3434","2019","Aberdeenshire","Dancing","*","*","7.6","7.3","9.4","7.8"
"3435","2019","Angus","Dancing","*","6.9","3.5","9.7","*","6.9"
"3436","2019","Argyll & Bute","Dancing","*","*","5","6","*","6.6"
"3437","2019","Clackmannanshire","Dancing","-","4.5","*","*","*","5"
"3438","2019","Dumfries & Galloway","Dancing","*","1.2","9.1","7.6","*","6.8"
"3439","2019","Dundee City","Dancing","4.6","14.8","*","*","*","12.6"
"3440","2019","East Ayrshire","Dancing","4.9","5.6","*","*","*","3.4"
"3441","2019","East Dunbartonshire","Dancing","*","4.2","*","9","12","9.1"
"3442","2019","East Lothian","Dancing","*","7.8","11.6","9","*","8.9"
"3443","2019","East Renfrewshire","Dancing","*","*","*","*","6.3","4.8"
"3444","2019","Edinburgh, City of","Dancing","5","14.7","24.7","13.1","8","12"
"3445","2019","Falkirk","Dancing","*","6.1","3.8","*","*","6.6"
"3446","2019","Fife","Dancing","3.1","3.1","11.9","9.4","7.1","6.8"
"3447","2019","Glasgow City","Dancing","9.5","8.7","9.9","12","7.5","9.5"
"3448","2019","Highland","Dancing","*","2.7","4","4","*","4.5"
"3449","2019","Inverclyde","Dancing","3.5","*","*","*","*","8"
"3450","2019","Midlothian","Dancing","*","11.9","15.5","10.1","*","10.9"
"3451","2019","Moray","Dancing","*","*","3.6","3.2","*","4.6"
"3452","2019","Na h-Eileanan Siar","Dancing","-","*","1.7","-","-","2.8"
"3453","2019","North Ayrshire","Dancing","6.9","*","*","*","*","4.7"
"3454","2019","North Lanarkshire","Dancing","6.5","7.8","5","5.7","*","6.3"
"3455","2019","Orkney Islands","Dancing","-","*","5.9","3.5","*","3.8"
"3456","2019","Perth & Kinross","Dancing","*","*","*","5.7","4.5","7.1"
"3457","2019","Renfrewshire","Dancing","9.3","*","*","*","14.7","10.4"
"3458","2019","Scotland","Dancing","6.6","6.8","8.6","8.5","8.7","7.9"
"3459","2019","Scottish Borders","Dancing","*","*","2.6","4.4","*","2.8"
"3460","2019","Shetland Islands","Dancing","-","*","18.5","15.2","-","15.4"
"3461","2019","South Ayrshire","Dancing","*","4.4","12.4","*","*","5.3"
"3462","2019","South Lanarkshire","Dancing","3.6","3.7","8","8.2","5.2","5.5"
"3463","2019","Stirling","Dancing","*","*","*","8.6","14.8","12"
"3464","2019","West Dunbartonshire","Dancing","8.8","10.1","*","*","*","8.8"
"3465","2019","West Lothian","Dancing","*","9.1","*","*","*","12.3"
"3466","2019","Aberdeen City","Football","*","8.1","14.7","6.2","3.9","6.9"
"3467","2019","Aberdeenshire","Football","*","*","1.8","2.4","6.8","4.2"
"3468","2019","Angus","Football","*","4.2","6","2.8","*","4.8"
"3469","2019","Argyll & Bute","Football","*","*","14.2","-","*","6.7"
"3470","2019","Clackmannanshire","Football","5.6","4.9","*","*","*","7.2"
"3471","2019","Dumfries & Galloway","Football","*","11.2","1.3","4.4","*","5.7"
"3472","2019","Dundee City","Football","3.6","8.2","*","*","*","6.1"
"3473","2019","East Ayrshire","Football","3.3","1.8","*","*","*","7"
"3474","2019","East Dunbartonshire","Football","*","12.1","*","3","5.1","6.1"
"3475","2019","East Lothian","Football","*","9.3","5.7","0.7","*","7.2"
"3476","2019","East Renfrewshire","Football","*","*","*","*","12","7.9"
"3477","2019","Edinburgh, City of","Football","12.7","6.5","10.1","8.3","6.6","8"
"3478","2019","Falkirk","Football","*","1.3","11","*","*","7.5"
"3479","2019","Fife","Football","3.3","5.9","4.1","5.1","6.1","4.9"
"3480","2019","Glasgow City","Football","6.8","4.8","6.6","9.5","3.5","6.4"
"3481","2019","Highland","Football","*","8.3","1.2","3.2","*","3.9"
"3482","2019","Inverclyde","Football","5.9","*","*","*","*","4.7"
"3483","2019","Midlothian","Football","*","5.5","10.3","8.3","*","7.5"
"3484","2019","Moray","Football","*","*","14.9","5.1","*","8.4"
"3485","2019","Na h-Eileanan Siar","Football","-","*","3.3","-","-","4.9"
"3486","2019","North Ayrshire","Football","0.8","*","*","*","*","5.5"
"3487","2019","North Lanarkshire","Football","8","6","11.4","4.7","*","7.5"
"3488","2019","Orkney Islands","Football","-","*","2.5","4.1","*","3"
"3489","2019","Perth & Kinross","Football","*","*","*","9","-","3.7"
"3490","2019","Renfrewshire","Football","4.9","*","*","*","6.3","6.2"
"3491","2019","Scotland","Football","6.1","6.1","6.4","5.9","6.7","6.2"
"3492","2019","Scottish Borders","Football","*","*","4.9","3.3","*","3.3"
"3493","2019","Shetland Islands","Football","-","*","2.9","10.5","-","7.5"
"3494","2019","South Ayrshire","Football","*","5.3","2.2","*","*","4"
"3495","2019","South Lanarkshire","Football","2.2","6.2","7.8","9.5","14.1","7.7"
"3496","2019","Stirling","Football","*","*","*","3.6","9.5","7.1"
"3497","2019","West Dunbartonshire","Football","9.3","1.6","*","*","*","5.3"
"3498","2019","West Lothian","Football","*","6.2","*","*","*","6.9"
"3499","2019","Aberdeen City","Golf","*","4.2","10.3","7.3","12.7","8.2"
"3500","2019","Aberdeenshire","Golf","*","*","5.9","5","9.4","6.8"
"3501","2019","Angus","Golf","*","5","4.3","13.8","*","9"
"3502","2019","Argyll & Bute","Golf","*","*","-","3.9","*","4.7"
"3503","2019","Clackmannanshire","Golf","5.6","8.9","*","*","*","5.8"
"3504","2019","Dumfries & Galloway","Golf","*","5.1","6.4","6.5","*","5.2"
"3505","2019","Dundee City","Golf","2","1.8","*","*","*","5.3"
"3506","2019","East Ayrshire","Golf","3.3","0.7","*","*","*","8.3"
"3507","2019","East Dunbartonshire","Golf","*","6.4","*","6.9","6.9","6.4"
"3508","2019","East Lothian","Golf","*","6.5","15.1","11.8","*","9.9"
"3509","2019","East Renfrewshire","Golf","*","*","*","*","14.9","9.4"
"3510","2019","Edinburgh, City of","Golf","2.7","1.5","7.5","3.6","9.4","6.3"
"3511","2019","Falkirk","Golf","*","-","3.8","*","*","4.4"
"3512","2019","Fife","Golf","4.3","5.1","0.7","5.8","13.2","6"
"3513","2019","Glasgow City","Golf","2.4","0.8","4.7","4","7.2","3.2"
"3514","2019","Highland","Golf","*","2.7","5.2","7.4","*","5.3"
"3515","2019","Inverclyde","Golf","4.2","*","*","*","*","5.8"
"3516","2019","Midlothian","Golf","*","4.7","4.7","12.3","*","6.2"
"3517","2019","Moray","Golf","*","*","3.9","5.7","*","4.4"
"3518","2019","Na h-Eileanan Siar","Golf","-","*","0.2","-","-","1.5"
"3519","2019","North Ayrshire","Golf","2.9","*","*","*","*","5.7"
"3520","2019","North Lanarkshire","Golf","3","3.8","3.5","5","*","4.5"
"3521","2019","Orkney Islands","Golf","-","*","-","3.5","*","2.7"
"3522","2019","Perth & Kinross","Golf","*","*","*","11.8","9.1","7.3"
